HATS_F12_YYYY,HATS_F12_MM,HATS_NH_F12,HATS_NH_F12_sd,HATS_SH_F12,HATS_SH_F12_sd,HATS_Global_F12,HATS_Global_F12_sd,HATS_alt_F12,HATS_alt_F12_sd,HATS_sum_F12,HATS_sum_F12_sd,HATS_brw_F12,HATS_brw_F12_sd,HATS_mhd_F12,HATS_mhd_F12_sd,HATS_thd_F12,HATS_thd_F12_sd,HATS_nwr_F12,HATS_nwr_F12_sd,HATS_kum_F12,HATS_kum_F12_sd,HATS_mlo_F12,HATS_mlo_F12_sd,HATS_smo_F12,HATS_smo_F12_sd,HATS_cgo_F12,HATS_cgo_F12_sd,HATS_psa_F12,HATS_psa_F12_sd,HATS_spo_F12,HATS_spo_F12_sd,HATS_F12_Programs
1980,10,313.962,7.755,292.496,13.236,303.229,15.340,nan,nan,nan,nan,321.553,4.880,nan,nan,nan,nan,312.000,4.760,nan,nan,313.834,9.940,291.708,14.300,nan,nan,nan,nan,296.249,5.960,100000
1980,11,313.349,6.769,293.619,10.770,303.484,12.721,nan,nan,nan,nan,325.417,9.600,nan,nan,nan,nan,310.984,4.130,nan,nan,312.533,7.660,293.429,11.740,nan,nan,nan,nan,294.527,3.460,100000
1980,12,313.807,10.504,295.354,12.411,304.580,16.259,nan,nan,nan,nan,326.322,5.210,nan,nan,nan,nan,311.823,11.550,nan,nan,312.580,10.510,295.818,13.360,nan,nan,nan,nan,293.141,6.120,100000
1981,1,314.783,5.093,297.924,13.722,306.354,14.637,nan,nan,nan,nan,325.925,7.520,nan,nan,nan,nan,314.100,5.600,nan,nan,312.812,3.820,298.694,14.760,nan,nan,nan,nan,294.256,6.890,100000
1981,2,316.778,6.578,300.733,8.177,308.755,10.494,nan,nan,nan,nan,326.163,9.920,nan,nan,nan,nan,316.833,7.140,nan,nan,314.605,4.950,301.514,8.480,nan,nan,nan,nan,297.009,6.540,100000
1981,3,320.318,5.938,303.290,11.611,311.804,13.041,nan,nan,nan,nan,328.086,6.760,nan,nan,nan,nan,319.483,6.270,nan,nan,319.235,5.440,304.092,12.700,nan,nan,nan,nan,299.469,2.951,100000
1981,4,324.731,8.777,305.782,10.312,315.256,13.541,nan,nan,nan,nan,331.345,17.450,nan,nan,nan,nan,322.126,8.260,nan,nan,325.347,5.710,306.732,11.260,nan,nan,nan,nan,301.256,2.978,100000
1981,5,328.842,7.260,308.208,15.380,318.525,17.007,nan,nan,nan,nan,334.393,11.580,nan,nan,nan,nan,324.480,4.132,nan,nan,331.127,7.950,309.369,16.860,nan,nan,nan,nan,302.678,3.018,100000
1981,6,331.949,10.821,310.096,23.781,321.022,26.127,nan,nan,nan,nan,335.869,14.820,nan,nan,nan,nan,326.343,9.220,nan,nan,335.613,10.950,311.381,26.120,nan,nan,nan,nan,303.973,3.059,100000
1981,7,334.245,8.640,311.176,12.269,322.710,15.006,nan,nan,nan,nan,336.430,7.190,nan,nan,nan,nan,328.544,6.410,nan,nan,338.379,10.350,312.386,13.420,nan,nan,nan,nan,305.409,3.106,100000
1981,8,335.824,13.697,311.717,8.827,323.770,16.295,nan,nan,nan,nan,337.257,5.660,nan,nan,nan,nan,331.014,5.530,nan,nan,339.406,18.720,312.723,9.600,nan,nan,nan,nan,306.925,3.163,100000
1981,9,336.286,7.111,312.323,6.113,324.305,9.378,nan,nan,nan,nan,338.306,5.420,nan,nan,nan,nan,332.530,7.710,nan,nan,338.878,6.940,313.145,6.560,nan,nan,nan,nan,308.408,3.226,100000
1981,10,335.887,9.712,313.681,14.394,324.784,17.364,nan,nan,nan,nan,339.188,11.760,nan,nan,nan,nan,332.979,7.530,nan,nan,337.500,10.720,314.479,15.760,nan,nan,nan,nan,309.880,3.297,100000
1981,11,335.695,7.502,316.079,11.090,325.887,13.389,nan,nan,nan,nan,340.938,5.750,nan,nan,nan,nan,332.893,7.270,nan,nan,336.781,8.020,317.073,12.100,nan,nan,nan,nan,311.339,3.377,100000
1981,12,336.220,5.395,318.985,13.064,327.603,14.134,nan,nan,nan,nan,343.883,7.390,nan,nan,nan,nan,332.653,5.260,nan,nan,337.379,4.950,320.282,14.280,nan,nan,nan,nan,312.806,3.489,100000
1982,1,337.393,8.824,321.521,11.661,329.457,14.623,nan,nan,nan,nan,346.608,13.470,nan,nan,nan,nan,333.526,9.010,nan,nan,338.444,7.190,323.046,12.720,nan,nan,nan,nan,314.259,3.591,100000
1982,2,338.889,11.782,323.295,8.916,331.092,14.776,nan,nan,nan,nan,348.175,14.610,nan,nan,nan,nan,335.879,7.990,nan,nan,339.228,13.520,324.894,9.660,nan,nan,nan,nan,315.675,3.697,100000
1982,3,339.955,7.609,324.139,9.659,332.047,12.296,nan,nan,nan,nan,348.459,8.820,nan,nan,nan,nan,338.377,6.650,nan,nan,339.309,8.030,325.620,10.480,nan,nan,nan,nan,317.084,3.811,100000
1982,4,340.418,8.107,324.235,8.666,332.327,11.867,nan,nan,nan,nan,347.522,6.180,nan,nan,nan,nan,340.827,9.860,nan,nan,338.476,6.810,325.434,8.760,nan,nan,nan,nan,318.525,8.202,100000
1982,5,340.959,6.324,324.370,17.324,332.665,18.442,nan,nan,nan,nan,346.289,5.720,nan,nan,nan,nan,343.560,7.170,nan,nan,337.638,5.690,325.295,18.720,nan,nan,nan,nan,319.965,7.772,100000
1982,6,341.876,6.953,325.133,11.107,333.505,13.104,nan,nan,nan,nan,345.783,6.060,nan,nan,nan,nan,345.575,6.280,nan,nan,337.986,7.630,325.919,11.740,nan,nan,nan,nan,321.389,7.382,100000
1982,7,343.092,8.651,326.526,8.897,334.809,12.409,nan,nan,nan,nan,346.385,3.663,nan,nan,nan,nan,346.778,10.320,nan,nan,339.351,7.940,327.273,9.240,nan,nan,nan,nan,322.966,7.036,100000
1982,8,344.784,5.958,328.174,9.496,336.479,11.211,nan,nan,nan,nan,348.579,5.520,nan,nan,nan,nan,347.994,6.180,nan,nan,341.316,5.870,328.974,9.980,nan,nan,nan,nan,324.364,6.731,100000
1982,9,346.780,5.979,329.595,10.263,338.188,11.878,nan,nan,nan,nan,352.149,5.330,nan,nan,nan,nan,348.814,4.920,nan,nan,343.911,6.840,330.458,10.940,nan,nan,nan,nan,325.484,6.079,100000
1982,10,348.543,7.043,330.767,9.856,339.655,12.114,nan,nan,nan,nan,355.857,8.370,nan,nan,nan,nan,349.114,6.720,nan,nan,346.421,6.970,331.456,10.500,nan,nan,nan,nan,327.486,5.884,100000
1982,11,349.886,8.671,332.225,9.494,341.055,12.858,nan,nan,nan,nan,358.911,7.870,nan,nan,nan,nan,349.822,6.810,nan,nan,347.892,10.080,332.484,10.120,nan,nan,nan,nan,330.990,5.628,100000
1982,12,350.970,6.955,334.226,8.493,342.598,10.978,nan,nan,nan,nan,360.994,8.710,nan,nan,nan,nan,350.944,5.810,nan,nan,348.718,7.350,334.158,9.000,nan,nan,nan,nan,334.550,5.467,100000
1983,1,352.016,5.560,336.519,12.078,344.268,13.297,nan,nan,nan,nan,361.986,5.210,nan,nan,nan,nan,352.179,6.740,nan,nan,349.624,4.470,336.483,12.440,nan,nan,nan,nan,336.691,10.180,100000
1983,2,353.031,7.642,338.595,9.063,345.813,11.855,nan,nan,nan,nan,362.447,8.390,nan,nan,nan,nan,353.675,7.680,nan,nan,350.373,7.430,338.875,9.640,nan,nan,nan,nan,337.262,5.544,100000
1983,3,354.190,7.860,339.832,13.001,347.011,15.193,nan,nan,nan,nan,362.868,4.460,nan,nan,nan,nan,355.648,8.470,nan,nan,351.038,7.950,340.531,14.140,nan,nan,nan,nan,336.501,4.662,100000
1983,4,355.744,5.530,340.240,10.823,347.992,12.154,nan,nan,nan,nan,362.864,5.860,nan,nan,nan,nan,358.285,5.370,nan,nan,352.065,5.580,341.168,11.720,nan,nan,nan,nan,335.817,4.558,100000
1983,5,357.392,9.109,340.398,11.018,348.895,14.296,nan,nan,nan,nan,362.298,6.820,nan,nan,nan,nan,361.105,9.650,nan,nan,353.263,9.110,341.169,11.940,nan,nan,nan,nan,336.728,4.535,100000
1983,6,358.792,5.963,340.994,6.694,349.893,8.964,nan,nan,nan,nan,361.979,6.130,nan,nan,nan,nan,363.101,7.040,nan,nan,354.571,4.870,341.491,6.980,nan,nan,nan,nan,338.623,5.115,100000
1983,7,360.481,8.199,342.670,5.997,351.576,10.158,nan,nan,nan,nan,363.422,6.040,nan,nan,nan,nan,364.277,7.040,nan,nan,356.731,9.410,343.161,6.195,nan,nan,nan,nan,340.330,4.941,100000
1983,8,362.929,10.063,345.541,24.922,354.235,26.876,nan,nan,nan,nan,367.244,6.350,nan,nan,nan,nan,365.367,12.220,nan,nan,359.971,8.720,346.308,27.320,nan,nan,nan,nan,341.884,4.904,100000
1983,9,365.549,10.354,348.743,13.616,357.146,17.106,nan,nan,nan,nan,371.668,10.280,nan,nan,nan,nan,366.796,10.000,nan,nan,363.149,10.650,349.915,14.880,nan,nan,nan,nan,343.159,3.704,100000
1983,10,368.092,9.563,351.395,9.354,359.743,13.377,nan,nan,nan,nan,374.624,7.940,nan,nan,nan,nan,369.252,9.130,nan,nan,365.668,10.220,352.986,10.160,nan,nan,nan,nan,343.810,3.547,100000
1983,11,370.292,8.339,353.516,12.681,361.904,15.177,nan,nan,nan,nan,376.112,13.960,nan,nan,nan,nan,371.986,7.610,nan,nan,367.597,7.110,355.354,13.860,nan,nan,nan,nan,344.756,3.414,100000
1983,12,371.141,11.293,355.388,11.203,363.264,15.907,nan,nan,nan,nan,376.721,14.220,nan,nan,nan,nan,372.846,6.920,nan,nan,368.490,13.240,357.209,12.200,nan,nan,nan,nan,346.715,3.780,100000
1984,1,370.347,9.601,356.915,16.764,363.631,19.318,nan,nan,nan,nan,376.896,13.450,nan,nan,nan,nan,371.567,11.630,nan,nan,367.871,6.090,358.537,18.380,nan,nan,nan,nan,349.186,3.216,100000
1984,2,369.275,8.140,357.820,11.348,363.548,13.966,nan,nan,nan,nan,377.564,6.550,nan,nan,nan,nan,370.017,10.360,nan,nan,366.794,6.180,359.145,12.260,nan,nan,nan,nan,351.505,5.120,100000
1984,3,369.021,7.952,358.007,12.016,363.514,14.409,nan,nan,nan,nan,378.315,12.220,nan,nan,nan,nan,369.621,6.980,nan,nan,366.426,7.450,359.025,13.140,nan,nan,nan,nan,353.157,3.103,100000
1984,4,369.496,4.683,357.639,5.825,363.568,7.474,nan,nan,nan,nan,377.903,4.050,nan,nan,nan,nan,370.754,5.123,nan,nan,366.568,4.437,358.429,6.250,nan,nan,nan,nan,353.874,3.072,100000
1984,5,370.674,4.560,357.395,5.829,364.034,7.401,nan,nan,nan,nan,377.204,5.372,nan,nan,nan,nan,373.098,4.211,nan,nan,367.224,4.631,358.018,6.257,nan,nan,nan,nan,354.429,3.056,100000
1984,6,372.220,4.488,357.989,5.748,365.104,7.293,nan,nan,nan,nan,377.327,5.034,nan,nan,nan,nan,375.315,4.642,nan,nan,368.547,4.221,358.463,6.166,nan,nan,nan,nan,355.730,3.053,100000
1984,7,373.570,4.784,359.445,5.742,366.508,7.474,nan,nan,nan,nan,378.026,5.155,nan,nan,nan,nan,376.564,4.698,nan,nan,370.129,4.766,359.851,6.158,nan,nan,nan,nan,357.511,3.067,100000
1984,8,374.875,4.543,361.201,5.745,368.038,7.324,nan,nan,nan,nan,379.586,5.220,nan,nan,nan,nan,377.330,4.350,nan,nan,371.813,4.532,361.632,6.159,nan,nan,nan,nan,359.146,3.083,100000
1984,9,376.825,4.308,362.879,5.744,369.852,7.180,nan,nan,nan,nan,382.680,4.846,nan,nan,nan,nan,378.380,4.447,nan,nan,374.235,4.057,363.350,6.155,nan,nan,nan,nan,360.633,3.105,100000
1984,10,379.208,4.787,364.667,5.721,371.938,7.460,nan,nan,nan,nan,386.493,5.496,nan,nan,nan,nan,379.818,4.985,nan,nan,377.060,4.438,365.205,6.127,nan,nan,nan,nan,362.106,3.132,100000
1984,11,381.231,4.992,366.738,5.741,373.985,7.608,nan,nan,nan,nan,389.798,5.255,nan,nan,nan,nan,381.440,5.736,nan,nan,379.119,4.222,367.402,6.145,nan,nan,nan,nan,363.574,3.177,100000
1984,12,382.368,4.497,368.582,5.750,375.475,7.300,nan,nan,nan,nan,391.800,4.861,nan,nan,nan,nan,382.747,4.868,nan,nan,379.921,4.078,369.320,6.151,nan,nan,nan,nan,365.067,3.210,100000
1985,1,382.291,4.236,369.670,5.725,375.981,7.122,nan,nan,nan,nan,392.038,4.719,nan,nan,nan,nan,382.974,4.510,nan,nan,379.526,3.874,370.324,6.118,nan,nan,nan,nan,366.558,3.261,100000
1985,2,381.578,4.407,370.173,7.885,375.876,9.033,nan,nan,nan,nan,391.282,4.571,nan,nan,nan,nan,382.403,4.442,nan,nan,378.707,4.340,370.623,8.540,nan,nan,nan,nan,368.031,3.309,100000
1985,3,381.778,5.437,370.724,11.395,376.251,12.626,nan,nan,nan,nan,391.121,6.840,nan,nan,nan,nan,382.402,5.500,nan,nan,379.153,5.010,370.979,12.440,nan,nan,nan,nan,369.509,3.346,100000
1985,4,383.155,6.288,371.540,9.560,377.348,11.442,nan,nan,nan,nan,391.815,6.500,nan,nan,nan,nan,383.164,8.250,nan,nan,381.184,3.970,371.657,10.400,nan,nan,nan,nan,370.984,3.384,100000
1985,5,384.547,8.453,372.550,12.573,378.548,15.150,nan,nan,nan,nan,392.417,9.110,nan,nan,nan,nan,384.206,5.300,nan,nan,383.039,10.200,372.584,13.740,nan,nan,nan,nan,372.386,3.421,100000
1985,6,386.034,10.813,374.286,17.030,380.160,20.173,nan,nan,nan,nan,392.652,11.700,nan,nan,nan,nan,386.280,11.930,nan,nan,384.334,9.580,374.413,18.660,nan,nan,nan,nan,373.683,3.585,100000
1985,7,388.651,5.850,377.111,25.540,382.881,26.202,nan,nan,nan,nan,393.432,5.980,nan,nan,nan,nan,390.290,5.460,nan,nan,386.235,6.120,377.575,28.040,nan,nan,nan,nan,374.900,3.757,100000
1985,8,392.375,6.987,380.041,7.995,386.208,10.618,nan,nan,nan,nan,395.777,7.200,nan,nan,nan,nan,395.676,8.030,nan,nan,388.923,5.950,380.865,8.600,nan,nan,nan,nan,376.116,4.010,100000
1985,9,396.796,12.485,382.089,43.733,389.443,45.480,nan,nan,nan,nan,400.307,7.080,nan,nan,nan,nan,401.191,16.200,nan,nan,392.431,9.660,383.053,48.060,nan,nan,nan,nan,377.499,4.487,100000
1985,10,400.947,11.618,383.526,8.061,392.236,14.141,nan,nan,nan,nan,405.841,8.050,nan,nan,nan,nan,404.973,14.120,nan,nan,396.567,9.930,384.453,8.640,nan,nan,nan,nan,379.108,4.350,100000
1985,11,403.034,6.495,384.561,20.382,393.797,21.392,nan,nan,nan,nan,409.994,7.790,nan,nan,nan,nan,405.500,5.570,nan,nan,399.452,6.860,385.349,22.260,nan,nan,nan,nan,380.808,5.810,100000
1985,12,402.934,6.650,385.798,10.087,394.366,12.082,nan,nan,nan,nan,411.975,8.290,nan,nan,nan,nan,403.713,7.790,nan,nan,400.252,5.030,386.505,10.660,nan,nan,nan,nan,382.432,6.720,100000
1986,1,402.628,6.713,387.937,14.734,395.283,16.191,nan,nan,nan,nan,413.032,8.730,nan,nan,nan,nan,402.030,4.980,nan,nan,400.754,7.380,388.791,16.100,nan,nan,nan,nan,383.869,4.054,100000
1986,2,403.308,12.527,390.197,13.685,396.753,18.553,nan,nan,nan,nan,413.975,5.650,nan,nan,nan,nan,401.934,8.900,nan,nan,402.006,15.760,391.267,14.940,nan,nan,nan,nan,385.097,4.011,100000
1986,3,404.685,6.777,391.512,7.759,398.099,10.302,nan,nan,nan,nan,414.746,8.370,nan,nan,nan,nan,403.499,4.500,nan,nan,403.368,7.830,392.607,8.340,nan,nan,nan,nan,386.297,3.954,100000
1986,4,406.216,7.336,392.357,12.759,399.287,14.718,nan,nan,nan,nan,415.197,8.220,nan,nan,nan,nan,405.901,7.360,nan,nan,404.435,7.100,393.333,13.920,nan,nan,nan,nan,387.708,3.908,100000
1986,5,407.411,6.251,393.524,10.274,400.467,12.026,nan,nan,nan,nan,414.848,7.620,nan,nan,nan,nan,408.246,6.450,nan,nan,405.046,5.720,394.411,11.160,nan,nan,nan,nan,389.299,3.876,100000
1986,6,407.969,7.282,395.092,13.424,401.530,15.272,nan,nan,nan,nan,413.497,9.410,nan,nan,nan,nan,409.732,6.030,nan,nan,405.284,7.650,395.940,14.660,nan,nan,nan,nan,391.051,3.854,100000
1986,7,408.420,6.817,396.750,9.840,402.585,11.971,nan,nan,nan,nan,412.317,7.300,nan,nan,nan,nan,410.150,6.760,nan,nan,406.132,6.750,397.523,10.660,nan,nan,nan,nan,393.068,4.091,100000
1986,8,409.764,6.369,397.900,12.827,403.832,14.321,nan,nan,nan,nan,412.816,3.920,nan,nan,nan,nan,410.659,5.300,nan,nan,408.345,7.510,398.508,13.980,nan,nan,nan,nan,395.003,4.146,100000
1986,9,412.643,5.702,398.518,9.911,405.580,11.434,nan,nan,nan,nan,415.622,6.260,nan,nan,nan,nan,412.724,4.620,nan,nan,411.900,6.330,398.995,10.740,nan,nan,nan,nan,396.243,4.083,100000
1986,10,416.039,5.525,399.149,12.803,407.594,13.944,nan,nan,nan,nan,419.998,4.640,nan,nan,nan,nan,415.510,4.730,nan,nan,415.572,6.260,399.632,13.960,nan,nan,nan,nan,396.846,4.039,100000
1986,11,418.408,5.677,400.085,11.936,409.246,13.218,nan,nan,nan,nan,424.199,6.540,nan,nan,nan,nan,417.596,4.749,nan,nan,417.754,6.140,400.615,12.940,nan,nan,nan,nan,397.557,4.850,100000
1986,12,419.454,6.542,401.852,10.267,410.653,12.174,nan,nan,nan,nan,427.096,4.340,nan,nan,nan,nan,418.811,6.800,nan,nan,418.244,6.740,402.436,10.700,nan,nan,nan,nan,399.070,7.880,100000
1987,1,420.296,7.867,404.926,18.573,412.611,20.170,nan,nan,nan,nan,429.301,4.100,nan,nan,nan,nan,419.742,9.700,nan,nan,418.705,6.780,405.639,20.200,nan,nan,nan,nan,401.531,6.660,100000
1987,2,421.898,6.012,408.635,6.428,415.266,8.801,nan,nan,nan,nan,430.985,7.810,nan,nan,nan,nan,421.421,7.160,nan,nan,420.224,4.270,409.524,6.840,nan,nan,nan,nan,404.400,3.906,100000
1987,3,424.222,5.887,411.694,5.935,417.958,8.359,nan,nan,nan,nan,431.351,5.330,nan,nan,nan,nan,424.527,5.660,nan,nan,422.357,6.180,412.708,6.280,nan,nan,nan,nan,406.862,3.893,100000
