HATS_F113_YYYY,HATS_F113_MM,HATS_NH_F113,HATS_NH_F113_sd,HATS_SH_F113,HATS_SH_F113_sd,HATS_Global_F113,HATS_Global_F113_sd,HATS_alt_F113,HATS_alt_F113_sd,HATS_sum_F113,HATS_sum_F113_sd,HATS_brw_F113,HATS_brw_F113_sd,HATS_mhd_F113,HATS_mhd_F113_sd,HATS_thd_F113,HATS_thd_F113_sd,HATS_nwr_F113,HATS_nwr_F113_sd,HATS_kum_F113,HATS_kum_F113_sd,HATS_mlo_F113,HATS_mlo_F113_sd,HATS_smo_F113,HATS_smo_F113_sd,HATS_cgo_F113,HATS_cgo_F113_sd,HATS_psa_F113,HATS_psa_F113_sd,HATS_spo_F113,HATS_spo_F113_sd,HATS_F113_Programs
2001,3,81.916,0.167,81.475,0.174,81.696,0.241,82.076,0.209,nan,nan,82.154,0.239,82.098,0.182,nan,nan,81.921,0.147,81.649,0.197,81.881,0.083,81.644,0.180,81.296,0.130,81.468,0.298,81.345,0.104,001101
2001,4,81.906,0.143,81.361,0.276,81.633,0.311,81.986,0.113,nan,nan,82.174,0.095,82.022,0.182,nan,nan,82.047,0.092,81.688,0.171,81.793,0.092,81.496,0.357,81.213,0.136,81.417,0.172,81.209,0.306,001101
2001,5,81.823,0.256,81.299,0.189,81.561,0.318,81.926,0.260,nan,nan,82.126,0.199,81.873,0.129,nan,nan,82.158,0.135,81.550,0.452,81.681,0.177,81.474,0.205,81.160,0.151,81.179,0.230,81.110,0.194,001101
2001,6,81.691,0.236,81.247,0.174,81.469,0.293,81.929,0.120,nan,nan,81.913,0.127,81.575,0.177,nan,nan,82.103,0.171,81.541,0.207,81.581,0.365,81.410,0.201,81.121,0.139,81.104,0.141,81.093,0.182,001101
2001,7,81.597,0.260,81.244,0.247,81.421,0.359,81.698,0.169,nan,nan,81.646,0.133,81.535,0.400,nan,nan,81.909,0.181,81.440,0.199,81.561,0.147,81.348,0.311,81.160,0.186,81.203,0.193,81.099,0.123,001101
2001,8,81.543,0.273,81.261,0.156,81.402,0.314,81.374,0.123,nan,nan,81.390,0.142,81.442,0.358,nan,nan,81.708,0.378,81.536,0.183,81.597,0.099,81.340,0.181,81.211,0.110,81.307,0.173,81.017,0.157,001101
2001,9,81.448,0.227,81.343,0.171,81.395,0.284,81.409,0.077,nan,nan,81.319,0.120,81.288,0.217,nan,nan,81.736,0.320,81.426,0.208,81.470,0.192,81.402,0.196,81.269,0.135,81.513,0.197,81.157,0.127,001101
2001,10,81.445,0.272,81.309,0.218,81.377,0.348,81.534,0.105,nan,nan,81.195,0.421,81.240,0.260,nan,nan,81.805,0.154,81.442,0.260,81.466,0.334,81.353,0.215,81.237,0.102,81.515,0.418,81.151,0.243,001101
2001,11,81.477,0.172,81.213,0.179,81.345,0.248,81.466,0.161,nan,nan,81.101,0.260,81.412,0.147,nan,nan,81.696,0.140,81.385,0.140,81.561,0.224,81.307,0.184,81.008,0.090,81.501,0.213,81.231,0.314,001101
2001,12,81.466,0.162,81.137,0.263,81.301,0.309,81.334,0.117,nan,nan,81.276,0.101,81.447,0.129,nan,nan,81.596,0.149,81.336,0.205,81.567,0.176,81.315,0.227,80.936,0.294,81.278,0.216,80.893,0.332,001101
2002,1,81.398,0.114,81.157,0.350,81.278,0.368,81.561,0.149,nan,nan,81.485,0.128,81.401,0.069,nan,nan,81.531,0.124,81.285,0.160,81.367,0.084,81.354,0.166,81.006,0.216,81.148,0.104,80.789,0.988,001101
2002,2,81.407,0.181,81.177,0.208,81.292,0.276,81.721,0.346,nan,nan,81.471,0.196,81.458,0.134,81.263,0.194,81.578,0.273,81.297,0.177,81.388,0.079,81.335,0.178,81.128,0.164,81.008,0.134,80.790,0.429,001101
2002,3,81.370,0.105,81.025,0.255,81.197,0.276,81.573,0.156,nan,nan,81.394,0.094,81.511,0.063,81.147,0.127,81.508,0.134,81.168,0.128,81.436,0.068,81.181,0.188,80.970,0.319,80.767,0.152,80.759,0.338,001101
2002,4,81.257,0.172,80.852,0.204,81.055,0.267,81.591,0.092,nan,nan,81.328,0.108,81.428,0.253,81.213,0.097,81.395,0.243,80.821,0.071,81.354,0.092,81.011,0.178,80.856,0.263,80.467,0.092,80.480,0.149,001101
2002,5,81.175,0.132,80.736,0.181,80.956,0.224,81.643,0.170,nan,nan,81.238,0.112,81.112,0.150,81.364,0.098,81.309,0.144,80.877,0.157,81.234,0.084,80.904,0.207,80.703,0.118,80.419,0.270,80.392,0.118,001101
2002,6,81.058,0.223,80.688,0.161,80.873,0.275,81.195,0.156,nan,nan,81.123,0.111,80.854,0.144,81.185,0.250,81.299,0.126,80.880,0.338,81.169,0.224,80.828,0.163,80.650,0.124,80.468,0.210,80.395,0.208,001101
2002,7,80.866,0.150,80.612,0.182,80.739,0.236,80.870,0.097,nan,nan,80.906,0.119,80.727,0.133,80.740,0.144,81.151,0.200,80.711,0.180,81.057,0.092,80.709,0.181,80.583,0.119,80.471,0.185,80.403,0.324,001101
2002,8,80.706,0.145,80.585,0.148,80.646,0.207,80.785,0.252,nan,nan,80.622,0.202,80.599,0.086,80.514,0.142,81.009,0.203,80.511,0.151,80.961,0.109,80.656,0.183,80.583,0.110,80.464,0.123,80.380,0.111,001101
2002,9,80.668,0.172,80.521,0.180,80.594,0.249,80.678,0.150,nan,nan,80.492,0.206,80.458,0.171,80.531,0.115,80.980,0.269,80.592,0.096,80.905,0.162,80.600,0.228,80.473,0.110,80.561,0.171,80.283,0.127,001101
2002,10,80.621,0.150,80.528,0.154,80.575,0.215,80.664,0.130,nan,nan,80.516,0.194,80.441,0.162,80.561,0.126,80.936,0.147,80.393,0.086,80.891,0.189,80.685,0.146,80.389,0.159,80.501,0.103,80.327,0.208,001101
2002,11,80.604,0.125,80.438,0.201,80.521,0.237,80.753,0.141,nan,nan,80.533,0.138,80.487,0.105,80.569,0.115,80.780,0.136,80.410,0.150,80.833,0.115,80.533,0.234,80.360,0.126,80.335,0.145,80.388,0.291,001101
2002,12,80.628,0.169,80.369,0.221,80.498,0.279,80.626,0.177,nan,nan,80.620,0.122,80.602,0.107,80.654,0.155,80.634,0.236,80.392,0.174,80.873,0.181,80.444,0.244,80.307,0.089,80.226,0.152,80.391,0.425,001101
2003,1,80.695,0.156,80.212,0.167,80.453,0.229,80.618,0.127,nan,nan,80.679,0.133,80.672,0.090,80.707,0.096,80.832,0.284,80.405,0.178,80.905,0.084,80.266,0.153,80.096,0.064,80.331,0.199,80.258,0.354,001101
2003,2,80.647,0.082,80.218,0.173,80.432,0.192,80.694,0.106,nan,nan,80.718,0.101,80.619,0.050,80.605,0.082,80.884,0.124,80.341,0.076,80.808,0.072,80.386,0.226,80.030,0.053,80.299,0.157,80.033,0.189,001101
2003,3,80.548,0.145,80.231,0.179,80.390,0.230,80.667,0.027,nan,nan,80.631,0.087,80.553,0.041,80.591,0.103,80.712,0.267,80.308,0.161,80.584,0.115,80.417,0.202,79.977,0.148,80.605,0.184,79.905,0.160,001101
2003,4,80.479,0.145,80.241,0.216,80.360,0.260,80.569,0.058,nan,nan,80.610,0.088,80.638,0.193,80.515,0.114,80.495,0.214,80.180,0.092,80.495,0.063,80.479,0.165,79.912,0.118,80.713,0.497,79.843,0.225,001101
2003,5,80.439,0.186,80.111,0.147,80.275,0.237,80.574,0.095,nan,nan,80.559,0.240,80.563,0.218,80.365,0.163,80.552,0.071,80.159,0.277,80.491,0.064,80.239,0.162,79.949,0.088,80.360,0.231,79.844,0.141,001101
2003,6,80.308,0.200,80.048,0.137,80.178,0.242,80.357,0.096,nan,nan,80.457,0.108,80.280,0.176,80.114,0.063,80.483,0.377,80.133,0.202,80.494,0.075,80.119,0.144,80.065,0.112,79.869,0.115,79.829,0.199,001101
2003,7,80.101,0.177,80.052,0.141,80.077,0.227,80.025,0.089,nan,nan,80.151,0.260,80.003,0.270,80.027,0.137,80.183,0.177,80.008,0.086,80.311,0.086,80.124,0.132,80.093,0.123,79.782,0.134,79.843,0.230,001101
2003,8,79.929,0.172,80.031,0.155,79.980,0.231,79.891,0.300,nan,nan,79.906,0.121,79.797,0.227,79.863,0.142,80.005,0.150,79.881,0.091,80.145,0.184,80.141,0.171,79.997,0.116,79.836,0.194,79.839,0.155,001101
2003,9,79.932,0.171,79.942,0.181,79.937,0.250,79.956,0.084,nan,nan,79.872,0.077,79.820,0.137,79.758,0.089,80.058,0.344,79.923,0.101,80.131,0.122,79.994,0.208,79.969,0.100,79.781,0.217,79.763,0.235,001101
2003,10,79.957,0.112,79.884,0.140,79.921,0.179,79.945,0.175,nan,nan,79.834,0.198,79.891,0.074,79.787,0.069,80.042,0.182,79.877,0.098,80.220,0.078,79.897,0.095,79.943,0.112,79.868,0.201,79.616,0.272,001101
2003,11,79.907,0.133,79.849,0.220,79.878,0.257,79.981,0.060,nan,nan,79.820,0.123,79.961,0.118,79.770,0.129,79.941,0.125,79.687,0.197,80.156,0.078,79.911,0.186,79.844,0.092,79.798,0.345,79.632,0.436,001101
2003,12,79.852,0.223,79.712,0.239,79.782,0.327,79.927,0.137,nan,nan,79.933,0.127,79.791,0.134,79.751,0.134,79.945,0.440,79.683,0.099,80.079,0.221,79.804,0.141,79.603,0.096,79.849,0.365,79.534,0.578,001101
2004,1,79.872,0.263,79.590,0.216,79.731,0.340,79.934,0.140,nan,nan,80.056,0.142,79.777,0.188,79.733,0.109,80.108,0.423,79.746,0.166,79.993,0.358,79.680,0.225,79.461,0.140,79.917,0.151,79.301,0.391,001101
2004,2,79.836,0.188,79.617,0.208,79.726,0.280,79.829,0.127,nan,nan,79.972,0.098,79.819,0.125,79.746,0.105,80.076,0.199,79.643,0.115,79.900,0.327,79.730,0.161,79.488,0.110,79.955,0.177,79.203,0.504,001101
2004,3,79.743,0.236,79.571,0.218,79.657,0.322,79.771,0.183,nan,nan,79.905,0.125,79.604,0.140,79.679,0.082,79.926,0.355,79.606,0.102,79.920,0.375,79.699,0.175,79.474,0.164,79.731,0.088,79.152,0.497,001101
2004,4,79.584,0.217,79.445,0.186,79.515,0.286,79.678,0.250,nan,nan,79.912,0.078,79.167,0.230,79.594,0.081,79.777,0.423,79.522,0.113,79.926,0.093,79.688,0.174,79.273,0.120,79.366,0.201,79.012,0.355,001101
2004,5,79.502,0.239,79.360,0.174,79.431,0.295,79.794,0.122,nan,nan,79.714,0.134,79.118,0.396,79.475,0.126,79.950,0.245,79.320,0.118,79.752,0.132,79.621,0.214,79.160,0.059,79.229,0.152,79.004,0.251,001101
2004,6,79.432,0.179,79.337,0.167,79.384,0.245,79.664,0.149,79.893,0.174,79.420,0.300,79.348,0.253,79.325,0.124,79.752,0.191,79.192,0.117,79.490,0.089,79.500,0.168,79.216,0.069,79.364,0.156,78.979,0.343,001101
2004,7,79.287,0.139,79.250,0.150,79.269,0.205,79.397,0.057,79.394,0.198,79.249,0.081,79.229,0.204,79.193,0.086,79.389,0.124,79.150,0.128,79.467,0.085,79.323,0.167,79.302,0.103,79.246,0.193,78.717,0.157,001101
2004,8,79.216,0.106,79.237,0.169,79.226,0.199,79.144,0.130,79.416,0.097,79.224,0.121,79.069,0.138,79.065,0.109,79.229,0.093,79.190,0.079,79.500,0.080,79.289,0.168,79.295,0.098,79.267,0.310,78.736,0.171,001101
2004,9,79.227,0.123,79.215,0.237,79.221,0.267,79.138,0.144,79.141,0.105,79.114,0.080,79.075,0.109,79.086,0.115,79.410,0.186,79.188,0.121,79.478,0.084,79.258,0.154,79.175,0.280,79.369,0.262,78.999,0.337,001101
2004,10,79.234,0.139,79.128,0.254,79.181,0.289,79.016,0.090,79.011,0.120,79.096,0.091,79.222,0.179,79.122,0.150,79.551,0.161,79.041,0.094,79.374,0.100,79.147,0.292,79.014,0.200,79.415,0.290,79.161,0.186,001101
2004,11,79.186,0.183,78.999,0.200,79.093,0.271,79.057,0.142,79.065,0.215,79.213,0.069,79.124,0.163,79.152,0.123,79.465,0.160,78.964,0.105,79.322,0.301,79.059,0.210,78.847,0.122,79.154,0.188,79.114,0.348,001101
2004,12,79.215,0.173,78.942,0.217,79.078,0.277,79.229,0.088,79.273,0.333,79.258,0.080,79.246,0.137,79.084,0.084,79.372,0.262,79.033,0.187,79.309,0.129,78.995,0.153,78.759,0.292,79.249,0.226,79.052,0.114,001101
2005,1,79.218,0.148,78.948,0.169,79.083,0.224,79.251,0.088,79.282,0.310,79.281,0.103,79.321,0.182,79.009,0.148,79.308,0.143,79.012,0.081,79.357,0.109,78.996,0.181,78.765,0.133,79.277,0.212,79.057,0.176,001101
2005,2,79.140,0.178,78.885,0.329,79.013,0.375,79.139,0.120,79.464,0.195,79.287,0.062,79.062,0.125,78.973,0.166,79.352,0.188,78.990,0.131,79.252,0.272,78.953,0.183,78.622,0.186,79.364,0.661,79.046,0.632,001101
2005,3,79.084,0.138,78.811,0.182,78.947,0.228,79.206,0.134,79.523,0.203,79.260,0.064,78.925,0.125,79.062,0.110,79.227,0.108,78.954,0.068,79.174,0.220,78.926,0.201,78.506,0.114,79.295,0.272,78.891,0.169,001101
2005,4,79.029,0.148,78.724,0.235,78.876,0.278,79.341,0.143,79.428,0.119,79.176,0.095,78.903,0.169,78.959,0.087,79.131,0.173,78.872,0.083,79.170,0.195,78.789,0.281,78.562,0.095,79.007,0.373,78.727,0.167,001101
2005,5,78.986,0.159,78.745,0.152,78.866,0.220,79.237,0.224,79.047,0.180,79.173,0.082,78.867,0.180,78.882,0.155,79.030,0.142,78.896,0.105,79.199,0.189,78.816,0.187,78.699,0.076,78.724,0.205,78.601,0.102,001101
2005,6,78.927,0.156,78.727,0.180,78.827,0.238,79.085,0.311,78.983,0.261,79.183,0.155,78.767,0.194,78.815,0.129,78.975,0.108,78.860,0.132,79.164,0.121,78.859,0.192,78.707,0.157,78.465,0.190,78.444,0.192,001101
2005,7,78.833,0.142,78.673,0.152,78.753,0.208,78.920,0.204,78.808,0.124,79.051,0.096,78.644,0.199,78.691,0.094,78.914,0.140,78.751,0.144,79.154,0.077,78.710,0.171,78.719,0.123,78.611,0.142,78.388,0.158,001101
2005,8,78.696,0.106,78.526,0.228,78.611,0.251,78.724,0.103,78.658,0.183,78.802,0.157,78.502,0.136,78.512,0.090,78.878,0.098,78.576,0.063,79.044,0.072,78.444,0.211,78.551,0.108,78.876,0.492,78.457,0.200,001101
2005,9,78.621,0.153,78.526,0.187,78.574,0.242,78.529,0.128,78.581,0.117,78.557,0.081,78.525,0.175,78.566,0.086,78.694,0.154,78.478,0.133,78.905,0.198,78.461,0.166,78.508,0.148,78.971,0.344,78.439,0.182,001101
2005,10,78.656,0.196,78.610,0.201,78.633,0.281,78.519,0.104,78.688,0.096,78.506,0.074,78.720,0.225,78.674,0.157,78.618,0.279,78.468,0.089,78.821,0.219,78.531,0.186,78.643,0.200,78.875,0.298,78.590,0.146,001101
2005,11,78.596,0.176,78.539,0.174,78.567,0.248,78.504,0.130,78.558,0.187,78.610,0.086,78.478,0.278,78.558,0.091,78.636,0.167,78.498,0.140,78.855,0.105,78.441,0.222,78.529,0.084,78.873,0.177,78.692,0.164,001101
2005,12,78.573,0.215,78.457,0.214,78.515,0.303,78.469,0.096,78.428,0.241,78.685,0.073,78.445,0.263,78.521,0.161,78.610,0.199,78.501,0.175,78.833,0.254,78.411,0.241,78.339,0.135,78.951,0.278,78.596,0.240,001101
2006,1,78.584,0.203,78.518,0.277,78.551,0.343,78.558,0.076,78.417,0.086,78.654,0.304,78.410,0.289,78.685,0.175,78.548,0.164,78.589,0.159,78.769,0.146,78.576,0.235,78.349,0.163,78.952,0.648,78.421,0.083,001101
2006,2,78.640,0.128,78.547,0.196,78.593,0.234,78.521,0.101,78.674,0.148,78.624,0.122,78.496,0.126,78.900,0.150,78.656,0.123,78.570,0.112,78.674,0.129,78.648,0.243,78.311,0.102,79.014,0.253,78.462,0.128,001101
2006,3,78.516,0.133,78.349,0.211,78.432,0.250,78.506,0.151,78.712,0.118,78.624,0.118,78.296,0.130,78.816,0.127,78.578,0.185,78.403,0.127,78.548,0.098,78.534,0.212,77.974,0.097,78.683,0.445,78.519,0.122,001101
2006,4,78.365,0.151,78.238,0.202,78.301,0.252,78.433,0.131,78.613,0.200,78.577,0.260,78.344,0.164,78.476,0.118,78.323,0.101,78.244,0.106,78.347,0.183,78.425,0.258,77.939,0.124,78.381,0.092,78.311,0.211,001101
2006,5,78.279,0.138,78.242,0.239,78.261,0.276,78.454,0.177,78.288,0.165,78.513,0.105,78.310,0.124,78.230,0.079,78.266,0.167,78.231,0.122,78.268,0.171,78.402,0.211,78.030,0.161,78.255,0.140,78.253,0.524,001101
2006,6,78.266,0.133,78.226,0.239,78.246,0.273,78.372,0.107,78.153,0.150,78.414,0.140,78.239,0.125,78.155,0.105,78.300,0.122,78.277,0.122,78.330,0.171,78.320,0.260,78.078,0.165,78.336,0.334,78.223,0.247,001101
2006,7,78.191,0.192,78.115,0.210,78.153,0.285,78.451,0.112,77.975,0.125,78.221,0.113,78.030,0.135,78.195,0.107,78.285,0.315,78.180,0.196,78.342,0.205,78.212,0.238,77.972,0.130,77.993,0.134,78.308,0.334,001101
2006,8,78.034,0.151,78.058,0.157,78.046,0.218,78.242,0.121,77.865,0.093,78.013,0.085,77.872,0.177,78.055,0.152,78.066,0.149,77.990,0.161,78.261,0.130,78.076,0.162,78.067,0.131,77.782,0.199,78.228,0.170,001101
2006,9,77.992,0.224,78.023,0.225,78.007,0.317,78.078,0.117,77.758,0.097,77.905,0.162,77.872,0.366,78.062,0.254,77.966,0.096,78.004,0.114,78.155,0.143,77.925,0.259,78.099,0.097,77.983,0.128,78.250,0.401,001101
2006,10,78.009,0.164,77.889,0.158,77.949,0.227,77.858,0.104,77.818,0.167,77.846,0.193,77.930,0.191,78.039,0.093,77.994,0.122,78.084,0.204,78.116,0.152,77.751,0.190,77.961,0.111,77.990,0.147,78.169,0.146,001101
2006,11,77.960,0.141,77.823,0.175,77.892,0.225,77.959,0.093,77.759,0.323,77.787,0.091,77.869,0.089,77.862,0.128,78.049,0.143,78.057,0.170,78.070,0.122,77.750,0.180,77.821,0.158,77.775,0.200,78.231,0.183,001101
2006,12,77.917,0.137,77.758,0.165,77.837,0.215,78.008,0.109,77.797,0.187,77.869,0.084,77.839,0.151,77.873,0.137,77.942,0.144,77.925,0.113,78.050,0.136,77.642,0.144,77.785,0.199,77.744,0.150,78.223,0.129,001101
2007,1,77.940,0.119,77.709,0.165,77.824,0.204,77.925,0.099,77.841,0.190,77.947,0.100,77.902,0.136,78.043,0.124,77.918,0.091,77.876,0.102,78.010,0.112,77.592,0.196,77.701,0.122,77.814,0.153,78.179,0.160,001101
2007,2,77.878,0.154,77.544,0.161,77.711,0.223,77.647,0.206,77.889,0.167,77.885,0.112,77.862,0.213,77.979,0.080,77.869,0.128,77.840,0.132,77.882,0.151,77.557,0.170,77.441,0.124,77.459,0.245,77.956,0.121,001101
2007,3,77.665,0.109,77.430,0.150,77.548,0.185,77.635,0.122,77.806,0.214,77.766,0.081,77.576,0.096,77.640,0.078,77.726,0.138,77.638,0.085,77.727,0.109,77.503,0.169,77.262,0.112,77.439,0.147,77.698,0.173,001101
2007,4,77.560,0.146,77.302,0.247,77.431,0.287,77.796,0.126,77.762,0.108,77.782,0.088,77.401,0.151,77.592,0.114,77.659,0.162,77.447,0.159,77.651,0.152,77.391,0.225,77.087,0.105,77.462,0.547,77.512,0.221,001101
2007,5,77.538,0.130,77.239,0.164,77.388,0.210,77.721,0.170,77.700,0.116,77.759,0.147,77.347,0.137,77.527,0.190,77.596,0.096,77.473,0.089,77.705,0.112,77.292,0.187,77.132,0.128,77.249,0.172,77.378,0.162,001101
2007,6,77.454,0.160,77.133,0.188,77.293,0.246,77.426,0.196,77.591,0.181,77.615,0.140,77.354,0.173,77.386,0.122,77.477,0.115,77.363,0.171,77.643,0.183,77.107,0.223,77.146,0.164,76.991,0.154,77.358,0.092,001101
2007,7,77.287,0.131,77.083,0.196,77.185,0.235,77.210,0.260,77.252,0.142,77.398,0.106,77.241,0.119,77.194,0.130,77.341,0.141,77.178,0.088,77.476,0.158,77.031,0.180,77.056,0.138,77.074,0.213,77.444,0.360,001101
2007,8,77.175,0.172,77.091,0.160,77.133,0.235,77.266,0.098,77.132,0.154,77.129,0.126,77.057,0.230,77.058,0.128,77.317,0.129,77.157,0.224,77.336,0.082,77.095,0.200,76.985,0.082,77.066,0.200,77.493,0.108,001101
2007,9,77.098,0.173,77.083,0.186,77.090,0.254,77.175,0.150,77.158,0.147,76.958,0.122,76.943,0.135,76.927,0.239,77.179,0.231,77.163,0.121,77.315,0.156,77.047,0.246,77.088,0.116,76.917,0.131,77.403,0.098,001101
2007,10,77.122,0.146,77.093,0.178,77.108,0.230,77.155,0.099,77.125,0.220,77.048,0.135,77.066,0.190,77.022,0.144,77.143,0.112,77.058,0.145,77.336,0.077,77.043,0.186,77.093,0.166,77.070,0.206,77.357,0.147,001101
2007,11,77.130,0.134,77.046,0.186,77.088,0.229,77.078,0.152,76.927,0.152,77.153,0.127,77.110,0.187,77.121,0.088,77.068,0.080,77.206,0.140,77.179,0.107,77.042,0.221,77.009,0.111,77.018,0.121,77.231,0.267,001101
2007,12,77.033,0.213,76.952,0.235,76.992,0.317,77.074,0.114,76.954,0.082,77.077,0.122,76.937,0.232,76.995,0.167,77.047,0.222,77.226,0.188,76.982,0.269,76.974,0.206,76.909,0.159,76.852,0.286,77.109,0.446,001101
2008,1,76.940,0.122,76.833,0.195,76.886,0.230,77.058,0.102,77.143,0.153,77.049,0.161,76.886,0.147,76.934,0.065,76.930,0.110,77.071,0.098,76.809,0.139,76.859,0.190,76.725,0.076,76.936,0.225,77.012,0.393,001101
2008,2,76.950,0.112,76.723,0.245,76.836,0.270,77.055,0.146,77.168,0.114,77.152,0.106,76.893,0.107,77.039,0.130,76.973,0.094,76.886,0.105,76.891,0.120,76.770,0.178,76.546,0.154,76.901,0.451,76.966,0.428,001101
2008,3,76.909,0.202,76.635,0.143,76.772,0.248,76.999,0.150,77.005,0.152,77.157,0.127,76.915,0.149,76.862,0.194,76.852,0.395,76.846,0.061,76.964,0.146,76.697,0.160,76.492,0.093,76.616,0.158,76.890,0.189,001101
2008,4,76.767,0.176,76.532,0.179,76.649,0.251,76.949,0.135,76.807,0.153,76.990,0.136,76.846,0.155,76.514,0.327,76.711,0.101,76.694,0.114,76.913,0.135,76.616,0.162,76.381,0.123,76.490,0.308,76.738,0.239,001101
2008,5,76.623,0.154,76.445,0.175,76.534,0.233,76.841,0.215,76.665,0.133,76.777,0.131,76.719,0.133,76.407,0.197,76.552,0.146,76.503,0.122,76.789,0.176,76.533,0.157,76.247,0.142,76.581,0.212,76.623,0.286,001101
2008,6,76.442,0.116,76.372,0.192,76.407,0.224,76.623,0.256,76.582,0.124,76.583,0.113,76.347,0.072,76.349,0.071,76.580,0.097,76.292,0.111,76.596,0.173,76.484,0.187,76.141,0.148,76.428,0.158,76.646,0.335,001101
2008,7,76.319,0.232,76.394,0.126,76.356,0.264,76.445,0.249,76.632,0.106,76.480,0.221,75.991,0.355,76.262,0.091,76.543,0.112,76.286,0.098,76.517,0.292,76.461,0.140,76.195,0.088,76.483,0.171,76.721,0.124,001101
2008,8,76.233,0.183,76.355,0.191,76.294,0.265,76.224,0.172,76.567,0.081,76.441,0.131,75.811,0.185,76.201,0.095,76.418,0.082,76.314,0.138,76.446,0.312,76.308,0.148,76.292,0.086,76.570,0.125,76.588,0.487,001101
2008,9,76.266,0.151,76.302,0.198,76.284,0.248,76.129,0.280,76.551,0.118,76.393,0.167,76.000,0.167,76.204,0.129,76.321,0.147,76.306,0.052,76.493,0.194,76.183,0.164,76.322,0.177,76.607,0.086,76.475,0.398,001101
2008,10,76.277,0.145,76.226,0.155,76.251,0.212,76.206,0.145,76.576,0.175,76.418,0.238,76.150,0.157,76.105,0.087,76.376,0.132,76.209,0.133,76.473,0.152,76.173,0.107,76.176,0.179,76.461,0.129,76.425,0.251,001101
2008,11,76.290,0.114,76.182,0.174,76.236,0.208,76.287,0.134,76.498,0.131,76.406,0.198,76.110,0.120,76.116,0.081,76.398,0.125,76.249,0.099,76.540,0.103,76.218,0.194,76.067,0.107,76.200,0.081,76.414,0.300,001101
2008,12,76.239,0.183,76.043,0.191,76.141,0.264,76.225,0.092,76.441,0.099,76.421,0.188,76.098,0.182,76.124,0.072,76.344,0.086,76.224,0.088,76.357,0.333,76.151,0.210,75.857,0.097,75.902,0.062,76.367,0.366,001101
2009,1,76.239,0.167,76.002,0.207,76.121,0.266,76.216,0.115,76.445,0.108,76.439,0.241,76.159,0.078,76.224,0.136,76.367,0.162,76.128,0.087,76.275,0.288,76.141,0.233,75.780,0.120,75.823,0.010,76.353,0.372,001101
2009,2,76.261,0.186,75.981,0.187,76.121,0.263,76.312,0.090,76.334,0.185,76.549,0.118,76.244,0.108,76.255,0.088,76.430,0.081,76.037,0.084,76.287,0.378,76.097,0.165,75.781,0.191,75.974,0.282,76.174,0.132,001101
2009,3,76.160,0.132,75.917,0.174,76.039,0.218,76.398,0.108,76.227,0.153,76.441,0.096,76.092,0.148,76.092,0.131,76.391,0.133,75.987,0.132,76.185,0.111,76.083,0.225,75.699,0.089,75.930,0.169,75.932,0.136,001101
2009,4,76.082,0.175,75.811,0.156,75.947,0.234,76.341,0.131,76.218,0.180,76.312,0.101,76.074,0.169,75.992,0.108,76.302,0.320,75.902,0.111,76.060,0.116,75.990,0.188,75.550,0.090,75.937,0.170,75.806,0.162,001101
2009,5,75.980,0.132,75.802,0.158,75.891,0.205,76.387,0.079,76.206,0.200,76.153,0.170,75.867,0.177,76.009,0.142,76.144,0.080,75.782,0.065,76.037,0.114,75.873,0.156,75.644,0.052,76.010,0.235,75.834,0.279,001101
2009,6,75.983,0.160,75.787,0.226,75.885,0.277,76.294,0.124,76.136,0.142,76.110,0.158,75.841,0.194,76.026,0.113,76.127,0.195,75.848,0.056,76.057,0.189,75.766,0.225,75.743,0.080,76.114,0.451,75.717,0.243,001101
2009,7,75.938,0.125,75.798,0.179,75.868,0.219,76.054,0.096,76.014,0.063,76.039,0.085,75.749,0.110,75.972,0.122,76.094,0.161,75.918,0.125,75.992,0.133,75.780,0.136,75.796,0.135,76.031,0.366,75.649,0.207,001101
2009,8,75.919,0.375,75.837,0.170,75.878,0.412,75.905,0.056,75.947,0.109,75.961,0.091,75.897,0.662,75.798,0.144,76.009,0.053,75.944,0.408,75.935,0.126,75.848,0.136,75.830,0.182,76.025,0.063,75.613,0.300,001101
2009,9,75.830,0.256,75.838,0.144,75.834,0.294,75.879,0.060,75.877,0.169,75.866,0.074,75.797,0.292,75.695,0.486,75.873,0.075,75.812,0.203,75.940,0.057,75.794,0.099,75.906,0.141,75.935,0.073,75.690,0.305,001101
2009,10,75.821,0.224,75.757,0.213,75.789,0.309,75.761,0.061,75.820,0.060,75.872,0.081,75.766,0.248,75.773,0.326,75.880,0.125,75.766,0.259,75.932,0.157,75.713,0.239,75.812,0.177,75.837,0.081,75.684,0.288,001101
2009,11,75.771,0.135,75.743,0.180,75.757,0.225,75.732,0.039,75.773,0.060,75.849,0.060,75.642,0.191,75.870,0.198,75.735,0.057,75.778,0.099,75.863,0.086,75.700,0.089,75.772,0.228,75.909,0.158,75.663,0.289,001101
2009,12,75.729,0.253,75.704,0.187,75.717,0.314,75.815,0.077,75.811,0.109,75.796,0.131,75.657,0.118,75.660,0.060,75.615,0.543,75.837,0.274,75.820,0.074,75.747,0.194,75.644,0.187,75.896,0.124,75.528,0.203,001101
2010,1,75.711,0.210,75.617,0.190,75.664,0.283,75.817,0.073,75.750,0.097,75.798,0.152,75.629,0.052,75.586,0.105,75.619,0.490,75.807,0.111,75.857,0.108,75.622,0.156,75.649,0.251,75.626,0.100,75.465,0.137,001101
