HATS_F113_YYYY,HATS_F113_MM,HATS_NH_F113,HATS_NH_F113_sd,HATS_SH_F113,HATS_SH_F113_sd,HATS_Global_F113,HATS_Global_F113_sd,HATS_alt_F113,HATS_alt_F113_sd,HATS_sum_F113,HATS_sum_F113_sd,HATS_brw_F113,HATS_brw_F113_sd,HATS_mhd_F113,HATS_mhd_F113_sd,HATS_thd_F113,HATS_thd_F113_sd,HATS_nwr_F113,HATS_nwr_F113_sd,HATS_kum_F113,HATS_kum_F113_sd,HATS_mlo_F113,HATS_mlo_F113_sd,HATS_smo_F113,HATS_smo_F113_sd,HATS_cgo_F113,HATS_cgo_F113_sd,HATS_psa_F113,HATS_psa_F113_sd,HATS_spo_F113,HATS_spo_F113_sd,HATS_F113_Programs
1994,4,84.717,0.254,82.990,0.432,83.853,0.501,85.624,0.135,nan,nan,85.079,0.450,nan,nan,nan,nan,85.154,0.024,nan,nan,84.195,0.300,82.528,0.510,83.673,0.310,nan,nan,82.644,0.414,000001
1994,5,84.912,0.288,82.978,0.541,83.945,0.612,85.786,0.375,nan,nan,85.057,0.140,nan,nan,nan,nan,85.307,0.328,nan,nan,84.478,0.268,82.932,0.643,82.970,0.450,nan,nan,83.229,0.215,000001
1994,6,84.555,0.438,83.046,0.255,83.800,0.507,85.953,0.422,nan,nan,85.694,0.260,nan,nan,nan,nan,84.650,0.620,nan,nan,84.089,0.255,83.153,0.310,82.827,0.159,nan,nan,83.351,0.254,000001
1994,7,84.608,0.274,82.759,0.201,83.683,0.340,85.917,0.221,nan,nan,85.421,0.363,nan,nan,nan,nan,84.858,0.167,nan,nan,84.099,0.321,82.886,0.170,82.503,0.188,nan,nan,83.107,0.340,000001
1994,8,84.655,0.357,82.805,0.227,83.730,0.423,85.232,0.398,nan,nan,84.595,0.420,nan,nan,nan,nan,85.022,0.410,nan,nan,84.316,0.285,82.899,0.120,82.832,0.242,nan,nan,82.261,0.447,000001
1994,9,84.334,0.266,83.410,0.961,83.872,0.997,85.293,0.318,nan,nan,84.274,0.430,nan,nan,nan,nan,84.282,0.300,nan,nan,84.300,0.163,83.857,1.300,82.988,0.329,nan,nan,82.858,0.553,000001
1994,10,84.802,0.312,83.501,1.059,84.151,1.104,85.394,0.312,nan,nan,84.844,0.207,nan,nan,nan,nan,84.582,0.300,nan,nan,84.916,0.341,83.852,1.400,83.059,0.472,nan,nan,83.477,0.693,000001
1994,11,85.174,0.435,83.299,0.383,84.237,0.579,85.606,0.197,nan,nan,85.415,0.332,nan,nan,nan,nan,85.233,0.125,nan,nan,85.031,0.601,83.347,0.445,83.136,0.221,nan,nan,83.681,0.515,000001
1994,12,84.966,0.448,83.477,0.345,84.222,0.565,85.310,0.580,nan,nan,85.553,0.580,nan,nan,nan,nan,84.860,0.375,nan,nan,84.887,0.453,83.257,0.409,83.818,0.217,nan,nan,83.256,0.400,000001
1995,1,84.705,0.272,83.436,0.297,84.071,0.402,85.191,0.620,nan,nan,85.440,0.285,nan,nan,nan,nan,84.670,0.160,nan,nan,84.522,0.287,83.169,0.111,83.798,0.190,nan,nan,83.363,0.802,000001
1995,2,84.600,0.393,82.950,0.280,83.775,0.483,85.272,0.403,nan,nan,85.026,0.446,nan,nan,nan,nan,84.513,0.468,nan,nan,84.511,0.304,82.806,0.260,83.201,0.309,nan,nan,82.697,0.260,001001
1995,3,84.244,0.193,82.590,0.220,83.417,0.293,85.428,0.095,nan,nan,85.311,0.228,nan,nan,nan,nan,84.268,0.198,nan,nan,83.872,0.187,82.837,0.297,82.310,0.083,nan,nan,82.461,0.121,001001
1995,4,84.277,0.223,82.761,0.369,83.519,0.431,85.077,0.317,nan,nan,85.078,0.221,nan,nan,nan,nan,84.525,0.295,nan,nan,83.819,0.120,83.138,0.490,82.318,0.145,nan,nan,82.618,0.268,001001
1995,5,84.704,0.374,82.927,0.284,83.816,0.470,85.014,0.305,nan,nan,85.139,0.327,nan,nan,nan,nan,84.926,0.500,nan,nan,84.396,0.250,83.237,0.345,82.532,0.157,nan,nan,82.924,0.329,001001
1995,6,84.530,0.223,83.042,0.324,83.786,0.394,85.521,0.157,nan,nan,85.116,0.322,nan,nan,nan,nan,84.356,0.200,nan,nan,84.446,0.218,83.321,0.331,82.739,0.314,nan,nan,82.838,0.333,001001
1995,7,84.437,0.252,83.153,0.255,83.795,0.358,85.713,0.824,nan,nan,85.065,0.403,nan,nan,nan,nan,84.128,0.093,nan,nan,84.427,0.167,83.209,0.272,82.887,0.158,nan,nan,83.880,0.416,001001
1995,8,84.647,0.219,83.414,0.327,84.031,0.394,85.220,0.186,nan,nan,85.012,0.177,nan,nan,nan,nan,84.734,0.249,nan,nan,84.441,0.204,83.390,0.286,83.232,0.159,nan,nan,84.208,0.730,001001
1995,9,84.850,0.190,83.634,0.409,84.242,0.451,84.987,0.425,nan,nan,84.741,0.204,nan,nan,nan,nan,85.077,0.187,nan,nan,84.679,0.149,83.761,0.250,83.393,0.542,nan,nan,83.923,0.438,001001
1995,10,84.714,0.322,83.394,0.446,84.054,0.550,84.949,0.202,nan,nan,84.762,0.747,nan,nan,nan,nan,84.838,0.217,nan,nan,84.580,0.228,83.458,0.587,83.397,0.211,nan,nan,83.083,0.287,001001
1995,11,84.617,0.364,83.251,0.666,83.934,0.758,85.021,0.420,nan,nan,85.009,0.411,nan,nan,nan,nan,84.791,0.212,84.420,0.485,84.547,0.296,83.208,0.900,83.303,0.286,nan,nan,83.265,0.205,001001
1995,12,84.478,0.309,83.228,0.385,83.853,0.493,84.993,0.256,nan,nan,85.406,0.325,nan,nan,nan,nan,84.798,0.127,84.050,0.445,84.388,0.239,83.310,0.510,83.078,0.174,nan,nan,83.396,0.236,001001
1996,1,84.528,0.240,83.472,0.172,84.000,0.296,84.948,0.424,nan,nan,85.169,0.179,nan,nan,nan,nan,84.557,0.255,84.442,0.253,84.406,0.199,83.804,0.191,83.074,0.110,nan,nan,83.373,0.253,001001
1996,2,84.600,0.268,83.573,0.195,84.087,0.332,84.885,0.244,nan,nan,85.096,0.174,nan,nan,nan,nan,84.637,0.284,84.476,0.259,84.555,0.283,84.053,0.107,83.056,0.214,nan,nan,83.218,0.370,001001
1996,3,84.586,0.202,83.534,0.385,84.060,0.435,85.119,0.145,nan,nan,84.897,0.291,nan,nan,nan,nan,84.752,0.194,84.425,0.232,84.493,0.149,83.976,0.477,83.029,0.264,nan,nan,83.305,0.248,001001
1996,4,84.560,0.154,83.293,0.211,83.927,0.262,85.112,0.250,nan,nan,84.830,0.178,nan,nan,nan,nan,84.776,0.226,84.474,0.095,84.359,0.104,83.516,0.226,82.956,0.189,nan,nan,83.489,0.217,001001
1996,5,84.464,0.194,83.313,0.345,83.888,0.396,85.084,0.231,nan,nan,84.885,0.147,nan,nan,nan,nan,84.597,0.219,84.342,0.186,84.324,0.186,83.371,0.454,83.198,0.159,nan,nan,83.461,0.224,001001
1996,6,84.487,0.180,83.381,0.150,83.934,0.234,84.882,0.238,nan,nan,84.756,0.251,nan,nan,nan,nan,84.733,0.226,84.412,0.171,84.264,0.104,83.461,0.108,83.258,0.173,nan,nan,83.456,0.215,001001
1996,7,84.466,0.196,83.479,0.313,83.973,0.369,84.617,0.147,nan,nan,84.667,0.217,nan,nan,nan,nan,84.484,0.166,84.408,0.237,84.451,0.170,83.459,0.378,83.467,0.194,nan,nan,83.625,0.334,001001
1996,8,84.525,0.288,83.516,0.298,84.021,0.414,84.419,0.223,nan,nan,84.613,0.222,nan,nan,nan,nan,84.458,0.274,84.408,0.299,84.688,0.305,83.478,0.366,83.501,0.194,nan,nan,83.753,0.250,001001
1996,9,84.388,0.212,83.404,0.345,83.896,0.405,84.636,0.138,nan,nan,84.557,0.198,nan,nan,nan,nan,84.363,0.222,84.255,0.183,84.482,0.238,83.344,0.453,83.419,0.178,nan,nan,83.638,0.191,001001
1996,10,84.330,0.182,83.322,0.276,83.826,0.330,84.787,0.162,nan,nan,84.276,0.202,nan,nan,nan,nan,84.398,0.204,84.378,0.180,84.196,0.159,83.284,0.296,83.354,0.219,nan,nan,83.384,0.355,001001
1996,11,84.251,0.189,83.460,0.326,83.855,0.377,84.714,0.137,nan,nan,84.357,0.127,nan,nan,nan,nan,84.199,0.234,84.344,0.212,84.134,0.131,83.551,0.359,83.287,0.300,nan,nan,83.667,0.245,001001
1996,12,84.231,0.143,83.612,0.273,83.921,0.308,84.434,0.224,nan,nan,84.558,0.154,nan,nan,nan,nan,84.341,0.179,84.127,0.084,84.151,0.146,83.805,0.359,83.312,0.131,nan,nan,83.813,0.163,001001
1997,1,84.273,0.230,83.411,0.185,83.842,0.296,84.425,0.395,nan,nan,84.616,0.150,nan,nan,nan,nan,84.180,0.221,84.250,0.195,84.279,0.262,83.581,0.187,83.148,0.187,nan,nan,83.579,0.166,001001
1997,2,84.302,0.218,83.226,0.420,83.764,0.473,84.448,0.292,nan,nan,84.436,0.144,nan,nan,nan,nan,84.183,0.240,84.296,0.294,84.360,0.048,83.225,0.554,83.216,0.212,nan,nan,83.272,0.212,001001
1997,3,84.218,0.202,83.282,0.337,83.750,0.393,84.445,0.217,nan,nan,84.342,0.133,nan,nan,nan,nan,84.294,0.126,84.331,0.211,83.995,0.248,83.421,0.326,83.140,0.383,nan,nan,83.144,0.164,001001
1997,4,84.077,0.239,83.274,0.255,83.676,0.349,84.533,0.198,nan,nan,84.366,0.102,nan,nan,nan,nan,84.464,0.242,83.790,0.325,83.941,0.141,83.330,0.281,83.229,0.174,nan,nan,83.176,0.355,001001
1997,5,84.041,0.300,83.108,0.336,83.575,0.450,84.652,0.166,nan,nan,84.324,0.117,nan,nan,nan,nan,84.279,0.172,83.714,0.449,84.052,0.223,83.101,0.441,83.127,0.171,nan,nan,83.074,0.185,001001
1997,6,83.975,0.277,83.126,0.283,83.551,0.396,84.352,0.220,nan,nan,84.267,0.501,nan,nan,nan,nan,84.159,0.216,83.678,0.277,84.023,0.254,83.073,0.342,83.206,0.159,nan,nan,83.081,0.335,001001
1997,7,83.849,0.158,83.151,0.261,83.500,0.305,83.949,0.311,nan,nan,84.113,0.159,nan,nan,nan,nan,83.972,0.192,83.699,0.121,83.830,0.137,83.163,0.358,83.135,0.088,nan,nan,83.150,0.085,001001
1997,8,83.677,0.221,83.029,0.242,83.353,0.328,83.800,0.448,nan,nan,83.892,0.114,nan,nan,nan,nan,83.873,0.194,83.445,0.289,83.689,0.134,82.960,0.306,83.061,0.124,nan,nan,83.238,0.227,001001
1997,9,83.689,0.218,83.006,0.161,83.348,0.271,83.976,0.293,nan,nan,83.766,0.229,nan,nan,nan,nan,83.839,0.187,83.569,0.183,83.643,0.259,82.937,0.073,83.092,0.178,nan,nan,83.018,0.319,001001
1997,10,83.663,0.275,82.965,0.409,83.314,0.493,83.931,0.108,nan,nan,83.654,0.147,nan,nan,nan,nan,83.872,0.159,83.453,0.164,83.681,0.428,82.970,0.312,82.961,0.518,nan,nan,82.956,0.351,001001
1997,11,83.684,0.166,82.899,0.277,83.292,0.323,83.957,0.333,nan,nan,83.451,0.275,nan,nan,nan,nan,83.854,0.113,83.508,0.173,83.750,0.136,82.915,0.273,82.833,0.278,nan,nan,83.075,0.297,001001
1997,12,83.745,0.283,82.980,0.269,83.363,0.390,84.016,0.195,nan,nan,83.486,0.391,nan,nan,nan,nan,83.857,0.192,83.706,0.252,83.728,0.345,83.014,0.306,82.830,0.128,83.225,0.347,83.127,0.356,001001
1998,1,83.698,0.225,83.124,0.383,83.411,0.444,84.014,0.253,nan,nan,83.693,0.091,nan,nan,nan,nan,83.620,0.236,83.684,0.299,83.749,0.130,83.092,0.531,82.737,0.169,84.670,0.190,83.106,0.237,001101
1998,2,83.511,0.286,82.959,0.288,83.235,0.405,83.653,0.406,nan,nan,83.523,0.355,nan,nan,nan,nan,83.563,0.228,83.406,0.306,83.558,0.275,83.046,0.350,82.541,0.217,83.970,0.300,83.046,0.139,001101
1998,3,83.482,0.264,82.514,0.357,82.998,0.444,83.674,0.394,nan,nan,83.310,0.560,nan,nan,nan,nan,83.680,0.228,83.407,0.182,83.417,0.238,82.646,0.345,82.418,0.402,81.740,0.255,83.056,0.320,001101
1998,4,83.417,0.263,82.571,0.367,82.994,0.452,83.607,0.549,nan,nan,83.327,0.712,nan,nan,nan,nan,83.618,0.114,83.265,0.134,83.408,0.213,82.492,0.395,82.605,0.303,82.264,0.249,83.145,0.520,001101
1998,5,83.270,0.260,82.646,0.347,82.958,0.434,83.501,0.382,nan,nan,83.466,0.259,nan,nan,nan,nan,83.237,0.374,83.037,0.199,83.463,0.173,82.602,0.436,82.542,0.245,82.779,0.069,83.100,0.370,001101
1998,6,83.199,0.184,82.641,0.457,82.920,0.493,83.471,0.570,nan,nan,83.450,0.147,nan,nan,nan,nan,83.279,0.123,82.877,0.196,83.374,0.141,82.610,0.271,82.606,0.334,82.561,0.155,83.002,1.187,001101
1998,7,83.114,0.296,82.592,0.335,82.853,0.447,83.613,0.339,nan,nan,83.322,0.310,nan,nan,nan,nan,83.313,0.442,82.896,0.134,83.078,0.255,82.423,0.394,82.681,0.180,82.735,0.102,82.914,0.557,001101
1998,8,83.003,0.268,82.642,0.241,82.823,0.361,83.097,0.207,nan,nan,83.106,0.243,nan,nan,nan,nan,83.122,0.274,82.924,0.114,82.953,0.366,82.428,0.175,82.903,0.170,82.507,0.165,82.831,0.576,001101
1998,9,82.953,0.251,82.554,0.330,82.754,0.415,82.934,0.404,nan,nan,83.099,0.348,nan,nan,nan,nan,83.049,0.325,82.733,0.197,83.065,0.175,82.542,0.205,82.632,0.402,82.037,0.105,82.853,0.579,001101
1998,10,83.063,0.292,82.471,0.279,82.767,0.404,82.887,0.449,nan,nan,83.016,0.419,83.438,0.435,nan,nan,83.183,0.194,82.586,0.149,82.995,0.155,82.529,0.241,82.436,0.178,81.869,0.105,82.950,0.645,001101
1998,11,82.790,0.339,82.399,0.309,82.594,0.459,82.928,0.429,nan,nan,82.914,0.274,82.781,0.291,nan,nan,83.034,0.332,82.668,0.124,82.682,0.510,82.489,0.182,82.365,0.334,81.740,0.333,82.778,0.563,001101
1998,12,82.838,0.505,82.434,0.344,82.636,0.612,83.116,0.117,nan,nan,82.851,0.103,82.787,0.868,nan,nan,82.955,0.119,82.851,0.162,82.768,0.356,82.436,0.247,82.423,0.122,82.323,0.403,82.586,0.856,001101
1999,1,83.090,0.307,82.468,0.313,82.779,0.438,83.071,0.344,nan,nan,82.967,0.082,83.539,0.454,nan,nan,82.948,0.342,82.701,0.119,83.056,0.179,82.532,0.212,82.289,0.158,82.789,0.800,82.504,0.238,001101
1999,2,83.021,0.221,82.511,0.244,82.766,0.329,82.948,0.490,nan,nan,82.978,0.265,83.308,0.277,nan,nan,82.972,0.201,82.639,0.129,83.095,0.173,82.649,0.251,82.250,0.124,82.720,0.302,82.601,0.416,001101
1999,3,83.005,0.336,82.509,0.296,82.757,0.448,83.133,0.467,nan,nan,83.014,0.388,83.154,0.236,nan,nan,83.121,0.237,82.766,0.177,82.946,0.544,82.725,0.171,82.201,0.197,82.481,0.690,82.661,0.375,001101
1999,4,83.008,0.267,82.515,0.254,82.762,0.369,83.456,0.382,nan,nan,82.932,0.379,83.226,0.229,nan,nan,83.131,0.307,82.798,0.272,82.818,0.224,82.703,0.232,82.214,0.132,82.487,0.185,82.773,0.571,001101
1999,5,82.882,0.365,82.392,0.276,82.637,0.458,82.966,0.692,nan,nan,82.819,0.293,83.100,0.297,nan,nan,82.984,0.303,82.723,0.445,82.690,0.373,82.671,0.246,82.146,0.284,81.649,0.320,82.749,0.329,001101
1999,6,82.624,0.352,82.297,0.257,82.461,0.436,82.369,0.734,nan,nan,82.623,0.711,82.770,0.314,nan,nan,82.608,0.266,82.466,0.218,82.634,0.387,82.532,0.260,82.131,0.222,81.650,0.175,82.473,0.401,001101
1999,7,82.352,0.431,82.108,0.322,82.230,0.538,82.275,0.420,nan,nan,82.445,0.578,82.404,0.409,nan,nan,82.536,0.450,82.029,0.138,82.445,0.573,82.312,0.247,82.035,0.303,81.261,0.599,82.294,0.288,001101
1999,8,82.284,0.408,82.005,0.468,82.145,0.621,82.623,0.277,nan,nan,82.242,0.305,82.295,0.345,nan,nan,82.467,0.531,82.051,0.118,82.333,0.557,82.169,0.255,82.080,0.516,80.927,0.727,82.068,0.672,001101
1999,9,82.487,0.339,81.993,0.499,82.240,0.603,82.529,0.551,nan,nan,82.108,0.520,82.555,0.163,nan,nan,82.639,0.388,82.396,0.192,82.453,0.471,82.150,0.284,82.015,0.558,81.202,0.303,81.981,0.991,001101
1999,10,82.519,0.297,82.029,0.397,82.274,0.496,82.086,0.569,nan,nan,82.129,0.433,82.741,0.199,nan,nan,82.505,0.257,82.368,0.144,82.528,0.437,82.174,0.242,81.944,0.530,81.809,0.210,81.880,0.538,001101
1999,11,82.451,0.239,82.036,0.452,82.243,0.512,82.269,0.329,nan,nan,82.355,0.150,82.695,0.264,nan,nan,82.558,0.356,82.132,0.091,82.410,0.191,82.197,0.235,82.002,0.706,81.419,0.124,82.036,0.133,001101
1999,12,82.506,0.408,82.196,0.185,82.351,0.448,82.552,0.253,nan,nan,82.573,0.154,82.857,0.649,nan,nan,82.465,0.217,82.181,0.135,82.398,0.361,82.461,0.212,82.090,0.183,81.632,0.103,81.915,0.093,001101
2000,1,82.580,0.407,82.147,0.337,82.364,0.528,82.443,0.171,nan,nan,82.601,0.194,83.004,0.637,nan,nan,82.470,0.331,82.300,0.267,82.422,0.210,82.356,0.269,81.933,0.235,82.296,0.430,81.791,0.671,001101
2000,2,82.482,0.348,81.988,0.312,82.235,0.467,82.247,0.337,nan,nan,82.599,0.346,82.899,0.549,nan,nan,82.351,0.196,82.181,0.107,82.356,0.266,82.068,0.249,81.824,0.389,82.353,0.154,81.839,0.371,001101
2000,3,82.363,0.380,81.788,0.222,82.076,0.440,82.190,0.420,nan,nan,82.495,0.412,82.752,0.499,nan,nan,82.115,0.351,82.041,0.167,82.380,0.369,81.695,0.199,81.698,0.201,82.310,0.318,82.024,0.271,001101
2000,4,82.300,0.495,81.702,0.229,82.001,0.545,82.324,0.429,nan,nan,82.393,0.611,82.736,0.448,nan,nan,81.932,0.778,81.958,0.128,82.367,0.461,81.653,0.208,81.566,0.228,82.173,0.180,81.949,0.347,001101
2000,5,82.267,0.395,81.585,0.224,81.926,0.454,82.271,0.225,nan,nan,82.265,0.515,82.600,0.385,nan,nan,82.061,0.506,81.909,0.168,82.371,0.443,81.480,0.261,81.605,0.181,81.979,0.092,81.594,0.273,001101
2000,6,82.152,0.293,81.625,0.209,81.889,0.360,82.257,0.237,nan,nan,82.258,0.129,82.287,0.391,nan,nan,82.251,0.300,81.779,0.191,82.241,0.258,81.600,0.263,81.735,0.160,81.392,0.160,81.579,0.092,001101
2000,7,82.080,0.311,81.693,0.237,81.887,0.391,82.283,0.275,nan,nan,82.235,0.143,81.973,0.418,nan,nan,82.341,0.343,81.918,0.083,82.111,0.301,81.686,0.283,81.783,0.158,81.399,0.096,81.702,0.331,001101
2000,8,82.048,0.219,81.717,0.242,81.883,0.326,82.315,0.222,nan,nan,82.213,0.105,81.829,0.305,nan,nan,82.365,0.244,81.980,0.161,82.074,0.106,81.742,0.301,81.776,0.191,81.435,0.153,81.675,0.156,001101
2000,9,82.002,0.198,81.717,0.211,81.859,0.289,82.061,0.173,nan,nan,82.146,0.127,81.889,0.280,nan,nan,82.231,0.195,81.860,0.147,82.061,0.117,81.648,0.239,81.871,0.125,81.575,0.168,81.619,0.329,001101
2000,10,81.988,0.183,81.655,0.221,81.822,0.287,81.899,0.114,nan,nan,82.092,0.094,81.993,0.261,nan,nan,82.127,0.182,81.842,0.141,81.998,0.107,81.610,0.240,81.824,0.123,81.391,0.225,81.520,0.364,001101
2000,11,82.011,0.194,81.662,0.246,81.837,0.313,81.930,0.203,nan,nan,82.127,0.129,82.030,0.219,nan,nan,82.159,0.182,81.879,0.081,81.982,0.252,81.592,0.270,81.747,0.134,81.861,0.295,81.470,0.364,001101
2000,12,82.033,0.163,81.625,0.204,81.829,0.261,81.999,0.176,nan,nan,82.225,0.280,82.083,0.191,nan,nan,82.187,0.104,81.788,0.104,82.050,0.175,81.610,0.197,81.549,0.144,82.054,0.267,81.535,0.318,001101
2001,1,82.017,0.176,81.567,0.202,81.792,0.268,81.948,0.128,nan,nan,82.247,0.106,82.176,0.197,nan,nan,82.103,0.156,81.698,0.144,82.020,0.205,81.713,0.199,81.389,0.136,81.614,0.194,81.490,0.366,001101
2001,2,81.975,0.139,81.464,0.212,81.720,0.253,81.960,0.144,nan,nan,82.137,0.108,82.166,0.190,nan,nan,81.927,0.133,81.759,0.117,81.954,0.080,81.711,0.235,81.287,0.121,81.104,0.345,81.327,0.179,001101
