HATS_F11_YYYY,HATS_F11_MM,HATS_NH_F11,HATS_NH_F11_sd,HATS_SH_F11,HATS_SH_F11_sd,HATS_Global_F11,HATS_Global_F11_sd,HATS_alt_F11,HATS_alt_F11_sd,HATS_sum_F11,HATS_sum_F11_sd,HATS_brw_F11,HATS_brw_F11_sd,HATS_mhd_F11,HATS_mhd_F11_sd,HATS_thd_F11,HATS_thd_F11_sd,HATS_nwr_F11,HATS_nwr_F11_sd,HATS_kum_F11,HATS_kum_F11_sd,HATS_mlo_F11,HATS_mlo_F11_sd,HATS_smo_F11,HATS_smo_F11_sd,HATS_cgo_F11,HATS_cgo_F11_sd,HATS_psa_F11,HATS_psa_F11_sd,HATS_spo_F11,HATS_spo_F11_sd,HATS_F11_Programs
2002,6,256.776,0.406,254.505,0.468,255.641,0.620,257.031,0.232,nan,nan,257.059,0.278,257.040,0.430,256.930,0.423,257.138,0.473,256.544,0.505,256.169,0.149,255.029,0.489,254.159,0.267,253.405,0.266,254.449,0.908,001100
2002,7,256.429,0.298,254.487,0.452,255.458,0.541,256.387,0.238,nan,nan,256.608,0.249,256.579,0.356,256.434,0.310,257.273,0.341,256.065,0.312,255.877,0.118,254.867,0.483,254.218,0.487,253.607,0.262,254.594,0.286,001100
2002,8,256.122,0.366,254.340,0.362,255.231,0.515,255.775,0.230,nan,nan,256.099,0.508,256.040,0.345,256.267,0.347,256.943,0.440,255.974,0.459,255.625,0.131,254.629,0.408,254.065,0.309,253.793,0.301,254.551,0.372,001100
2002,9,256.137,0.452,254.240,0.459,255.189,0.644,255.918,0.237,nan,nan,255.859,0.223,255.850,0.357,256.510,0.454,256.810,0.768,256.301,0.469,255.573,0.145,254.504,0.477,254.024,0.523,253.794,0.269,254.254,0.193,001100
2002,10,256.159,0.816,254.146,0.382,255.152,0.901,256.291,0.575,nan,nan,255.993,0.240,256.000,0.870,256.421,1.589,256.447,0.421,256.451,0.495,255.648,0.180,254.441,0.454,253.971,0.332,253.564,0.328,253.993,0.181,001100
2002,11,256.267,0.519,253.854,0.481,255.060,0.708,256.637,0.430,nan,nan,256.313,0.216,256.477,0.728,256.448,0.437,256.155,0.401,256.476,0.555,255.691,0.330,253.985,0.508,253.824,0.366,253.446,0.813,253.770,0.160,001100
2002,12,256.072,0.505,253.387,0.443,254.729,0.672,256.550,0.626,nan,nan,256.306,0.313,256.357,0.398,256.313,0.481,255.814,0.885,256.157,0.370,255.544,0.327,253.622,0.539,253.151,0.341,253.058,0.462,253.486,0.174,001100
2003,1,255.718,0.326,253.009,0.407,254.363,0.521,256.402,0.875,nan,nan,256.211,0.306,255.792,0.316,255.925,0.245,255.839,0.411,255.721,0.355,255.182,0.151,253.419,0.499,252.456,0.245,252.881,0.469,253.245,0.321,001100
2003,2,255.352,0.410,252.781,0.450,254.066,0.609,256.034,0.235,nan,nan,256.076,0.234,255.491,0.350,255.451,0.294,255.421,0.835,255.210,0.227,254.955,0.131,253.454,0.522,251.981,0.322,252.425,0.258,252.927,0.613,001100
2003,3,255.218,0.329,252.710,0.419,253.964,0.533,255.875,0.238,nan,nan,255.877,0.245,255.498,0.322,255.398,0.340,255.006,0.245,255.065,0.501,254.833,0.144,253.458,0.415,251.840,0.319,252.387,0.480,252.730,0.642,001100
2003,4,254.925,0.380,252.579,0.589,253.752,0.701,255.626,0.755,nan,nan,255.652,0.255,255.221,0.450,255.102,0.470,254.646,0.292,254.681,0.401,254.647,0.133,253.419,0.410,251.709,0.356,251.950,1.294,252.481,0.800,001100
2003,5,254.667,0.342,252.434,0.401,253.550,0.527,255.348,0.286,nan,nan,255.505,0.204,254.834,0.530,254.846,0.315,254.600,0.321,254.440,0.245,254.336,0.108,253.016,0.403,251.793,0.323,252.143,0.288,252.357,0.667,001100
2003,6,254.459,0.335,252.249,0.480,253.354,0.585,254.940,0.408,nan,nan,255.114,0.281,254.921,0.498,254.485,0.249,254.337,0.322,254.154,0.295,254.061,0.127,252.606,0.380,251.889,0.376,251.741,0.901,252.421,0.602,001100
2003,7,254.165,0.337,252.215,0.420,253.190,0.539,254.042,0.235,nan,nan,254.493,0.244,254.594,0.460,254.015,0.349,254.284,0.377,253.946,0.267,253.805,0.133,252.380,0.345,251.948,0.367,252.142,0.444,252.497,0.767,001100
2003,8,253.884,0.348,252.147,0.652,253.015,0.740,253.144,0.749,nan,nan,253.883,0.258,254.019,0.346,253.620,0.548,254.418,0.319,253.698,0.273,253.748,0.115,252.214,0.398,251.971,0.325,252.105,1.625,252.528,0.764,001100
2003,9,253.735,0.347,251.974,0.402,252.855,0.531,253.050,0.489,nan,nan,253.636,0.265,253.578,0.303,253.606,0.363,254.327,0.589,253.642,0.245,253.738,0.155,252.034,0.409,251.787,0.243,251.987,0.533,252.374,0.622,001100
2003,10,253.742,0.475,251.631,0.413,252.687,0.629,253.488,0.268,nan,nan,253.778,0.181,253.627,0.860,253.850,0.281,254.031,0.349,253.630,0.208,253.695,0.126,251.683,0.440,251.487,0.320,251.363,0.433,252.206,0.542,001100
2003,11,253.745,0.315,251.670,0.394,252.708,0.505,253.815,0.270,nan,nan,254.074,0.175,253.830,0.465,253.806,0.288,253.939,0.254,253.534,0.297,253.562,0.148,251.884,0.516,251.346,0.216,251.546,0.390,251.985,0.186,001100
2003,12,253.637,0.361,251.636,0.471,252.636,0.594,253.938,0.283,nan,nan,254.148,0.148,253.694,0.519,253.749,0.253,253.785,0.205,253.377,0.470,253.468,0.141,251.941,0.640,251.236,0.249,251.537,0.308,251.782,0.227,001100
2004,1,253.504,0.313,251.450,0.333,252.477,0.457,253.819,0.297,nan,nan,253.999,0.167,253.678,0.300,253.581,0.412,253.665,0.326,253.241,0.373,253.211,0.135,251.905,0.246,250.949,0.441,251.169,0.296,251.445,0.257,001100
2004,2,253.196,0.429,251.268,0.313,252.232,0.531,253.502,0.431,nan,nan,253.759,0.175,253.327,0.606,253.336,0.292,253.407,0.291,252.895,0.549,252.892,0.168,251.956,0.298,250.592,0.364,250.675,0.278,251.127,0.193,001100
2004,3,252.913,0.347,251.055,0.338,251.984,0.485,253.387,0.372,nan,nan,253.654,0.152,252.935,0.453,253.030,0.280,253.071,0.419,252.639,0.331,252.724,0.187,251.977,0.329,250.162,0.349,250.145,0.370,250.938,0.305,001100
2004,4,252.746,0.332,250.785,0.457,251.766,0.565,253.320,0.396,nan,nan,253.592,0.170,252.545,0.368,252.811,0.379,252.900,0.344,252.700,0.383,252.625,0.151,251.685,0.477,249.924,0.381,249.729,0.348,250.811,0.671,001100
2004,5,252.628,0.368,250.557,0.686,251.593,0.778,253.181,0.491,nan,nan,253.190,0.232,252.514,0.368,252.743,0.441,252.797,0.354,252.576,0.470,252.416,0.139,251.492,0.821,249.679,0.383,249.357,0.358,250.628,1.031,001100
2004,6,252.260,0.357,250.337,0.403,251.299,0.538,252.694,0.332,251.440,0.643,252.625,0.317,252.514,0.396,252.371,0.436,252.288,0.285,252.020,0.368,252.118,0.120,251.209,0.368,249.511,0.306,249.145,0.352,250.510,0.769,001100
2004,7,251.936,0.330,250.262,0.454,251.099,0.562,252.083,0.411,251.419,0.361,251.971,0.298,252.148,0.417,251.996,0.364,252.054,0.325,251.618,0.317,251.930,0.120,250.924,0.336,249.622,0.320,249.193,0.322,250.605,1.070,001100
2004,8,251.743,0.322,250.230,0.441,250.986,0.546,251.332,0.244,251.160,0.220,251.518,0.214,251.722,0.262,251.689,0.422,252.106,0.430,251.639,0.377,251.836,0.114,250.721,0.385,249.759,0.337,249.320,0.338,250.590,0.895,001100
2004,9,251.582,0.404,250.015,0.449,250.799,0.604,251.142,0.468,251.277,0.481,251.364,0.220,251.275,0.456,251.786,0.573,251.895,0.444,251.561,0.316,251.730,0.121,250.462,0.462,249.517,0.245,249.316,0.408,250.475,0.840,001100
2004,10,251.479,0.469,249.726,0.514,250.602,0.696,251.322,0.444,251.355,0.474,251.601,0.200,251.298,0.765,251.448,0.389,251.814,0.411,251.255,0.314,251.698,0.137,250.244,0.551,249.059,0.279,249.180,0.248,250.311,0.991,001100
2004,11,251.426,0.413,249.594,0.506,250.510,0.653,251.645,0.629,251.371,0.411,251.856,0.211,251.141,0.481,251.300,0.551,251.888,0.459,251.161,0.335,251.674,0.139,250.155,0.634,248.863,0.293,249.220,0.275,250.037,0.620,001100
2004,12,251.400,0.361,249.527,0.467,250.463,0.590,251.641,0.278,251.426,0.405,251.974,0.163,251.231,0.514,251.220,0.372,251.689,0.295,251.247,0.353,251.519,0.123,250.178,0.589,248.809,0.327,249.090,0.264,249.555,0.415,001100
2005,1,251.293,0.363,249.301,0.427,250.297,0.560,251.624,0.242,251.275,0.377,251.919,0.199,251.080,0.443,251.334,0.418,251.426,0.360,251.262,0.393,251.283,0.135,250.002,0.517,248.560,0.353,248.798,0.253,249.255,0.337,001100
2005,2,251.218,0.328,249.025,0.468,250.122,0.572,251.516,0.267,251.276,0.549,251.727,0.156,251.223,0.344,251.233,0.332,251.411,0.408,251.031,0.342,251.076,0.128,249.941,0.487,248.158,0.501,248.141,0.439,248.816,0.201,001100
2005,3,251.192,0.354,248.740,0.604,249.966,0.700,251.482,0.582,251.223,0.370,251.597,0.161,251.460,0.511,251.186,0.326,251.339,0.371,250.908,0.247,250.897,0.149,249.838,0.705,247.800,0.537,247.426,0.442,248.383,0.446,001100
2005,4,251.025,0.400,248.368,0.441,249.697,0.595,251.316,0.435,251.065,0.304,251.424,0.212,251.492,0.516,250.925,0.301,251.126,0.403,250.670,0.503,250.660,0.155,249.322,0.528,247.569,0.372,247.137,0.414,248.092,0.159,001100
2005,5,250.725,0.379,248.093,0.462,249.409,0.598,250.995,0.409,250.625,0.438,251.270,0.201,250.938,0.394,250.835,0.431,250.802,0.484,250.487,0.389,250.413,0.156,248.769,0.590,247.498,0.307,247.166,0.451,248.050,0.164,001100
2005,6,250.408,0.432,247.924,0.347,249.166,0.554,250.636,0.391,250.151,0.295,251.037,0.225,250.724,0.513,250.607,0.475,250.333,0.354,250.035,0.572,250.171,0.143,248.438,0.348,247.425,0.369,247.296,0.297,247.990,0.300,001100
2005,7,249.988,0.356,247.917,0.423,248.952,0.553,250.306,0.495,249.666,0.356,250.540,0.258,250.083,0.434,250.078,0.366,250.076,0.382,249.649,0.373,249.975,0.131,248.357,0.419,247.426,0.332,247.479,0.762,248.107,0.180,001100
2005,8,249.688,0.335,247.878,0.326,248.783,0.468,249.734,0.534,249.553,0.498,249.859,0.341,249.441,0.244,249.698,0.360,250.093,0.454,249.482,0.355,249.858,0.174,248.319,0.287,247.386,0.383,247.472,0.375,248.033,0.194,001100
2005,9,249.549,0.390,247.931,0.314,248.740,0.501,249.418,0.303,249.483,0.277,249.542,0.173,249.161,0.622,249.544,0.310,249.879,0.301,249.584,0.350,249.771,0.168,248.536,0.377,247.393,0.251,247.248,0.306,247.769,0.169,001100
2005,10,249.569,0.346,247.794,0.338,248.682,0.484,249.372,0.386,249.326,0.794,249.697,0.231,249.455,0.302,249.623,0.279,249.546,0.507,249.578,0.278,249.720,0.155,248.411,0.387,247.252,0.291,247.124,0.375,247.579,0.171,001100
2005,11,249.610,0.334,247.704,0.437,248.657,0.550,249.626,0.310,249.367,0.481,249.916,0.215,249.560,0.312,249.740,0.345,249.421,0.345,249.659,0.432,249.656,0.179,248.315,0.386,247.142,0.472,247.129,0.653,247.492,0.175,001100
2005,12,249.574,0.375,247.518,0.414,248.546,0.558,249.664,0.393,249.587,0.795,249.949,0.199,249.590,0.434,249.688,0.399,249.227,0.349,249.661,0.330,249.558,0.168,248.265,0.405,246.749,0.430,247.099,0.526,247.267,0.214,001100
2006,1,249.353,0.347,247.449,0.407,248.401,0.535,249.664,0.326,249.774,0.485,249.713,0.275,249.468,0.430,249.385,0.374,248.975,0.367,249.308,0.304,249.331,0.161,248.446,0.410,246.486,0.439,246.778,0.399,246.992,0.237,001100
2006,2,249.088,0.404,247.306,0.372,248.197,0.549,249.368,0.451,249.389,0.482,249.478,0.249,249.211,0.470,249.331,0.474,248.929,0.369,248.841,0.452,248.931,0.164,248.455,0.415,246.236,0.293,246.518,0.494,246.641,0.248,001100
2006,3,248.867,0.575,247.016,0.410,247.941,0.706,249.281,0.430,248.812,1.568,249.316,0.269,248.853,0.501,249.249,0.730,248.794,0.408,248.723,0.330,248.648,0.492,248.103,0.413,246.078,0.406,246.146,0.508,246.242,0.270,001100
2006,4,248.757,0.415,246.687,0.363,247.722,0.552,249.348,0.284,248.748,0.534,249.104,0.295,248.873,0.300,249.035,0.403,248.563,0.432,248.677,0.374,248.491,0.556,247.660,0.411,245.871,0.265,245.904,0.519,245.907,0.209,001100
2006,5,248.634,0.448,246.555,0.503,247.594,0.673,249.139,0.693,248.784,0.358,248.863,0.253,248.891,0.445,248.795,0.300,248.381,0.391,248.574,0.388,248.310,0.634,247.454,0.554,245.849,0.492,245.844,0.498,245.644,0.213,001100
2006,6,248.326,0.524,246.448,0.323,247.387,0.615,248.557,0.356,248.062,0.580,248.497,0.316,248.496,0.663,248.329,0.320,248.422,0.463,248.343,0.495,248.008,0.567,247.176,0.338,245.953,0.286,245.724,0.446,245.572,0.206,001100
2006,7,247.805,0.382,246.267,0.353,247.036,0.520,247.820,0.304,247.254,0.312,247.804,0.232,247.657,0.387,247.812,0.442,248.232,0.395,247.759,0.300,247.801,0.432,246.835,0.399,245.966,0.323,245.397,0.341,245.595,0.209,001100
2006,8,247.360,0.371,246.097,0.325,246.729,0.493,247.147,0.450,246.949,0.615,247.099,0.185,247.075,0.325,247.433,0.329,247.853,0.399,247.217,0.330,247.575,0.422,246.590,0.359,245.801,0.311,245.320,0.309,245.668,0.199,001100
2006,9,247.180,0.408,245.952,0.287,246.566,0.499,246.714,0.322,246.882,0.600,246.903,0.250,246.789,0.440,247.395,0.436,247.425,0.375,247.168,0.376,247.484,0.381,246.404,0.322,245.605,0.239,245.484,0.324,245.583,0.230,001100
2006,10,247.291,0.382,245.742,0.399,246.516,0.552,246.847,0.299,247.357,0.597,247.121,0.240,247.096,0.389,247.374,0.308,247.364,0.363,247.336,0.264,247.433,0.499,246.133,0.443,245.466,0.372,245.199,0.418,245.469,0.212,001100
2006,11,247.336,0.425,245.522,0.357,246.429,0.555,247.206,0.272,247.669,0.443,247.382,0.225,247.344,0.537,247.340,0.275,247.324,0.388,247.214,0.329,247.386,0.512,246.039,0.347,245.183,0.279,244.566,0.647,245.326,0.212,001100
2006,12,247.308,0.385,245.287,0.464,246.297,0.603,247.502,0.316,247.651,0.439,247.514,0.261,247.442,0.384,247.397,0.322,247.178,0.359,247.078,0.382,247.262,0.463,245.833,0.392,244.893,0.467,244.249,0.817,245.238,0.179,001100
2007,1,247.208,0.381,245.233,0.385,246.220,0.542,247.580,0.630,247.291,0.438,247.447,0.235,247.263,0.329,247.394,0.489,247.051,0.289,247.078,0.331,247.138,0.434,245.877,0.449,244.664,0.326,244.557,0.404,244.983,0.189,001100
2007,2,247.047,0.457,245.214,0.429,246.131,0.627,247.217,0.497,247.067,0.599,247.356,0.231,247.218,0.502,247.120,0.497,246.868,0.373,246.936,0.511,246.938,0.357,246.058,0.354,244.500,0.573,244.531,0.290,244.572,0.184,001100
2007,3,246.775,0.421,244.969,0.497,245.872,0.652,246.873,0.423,246.663,0.576,247.100,0.233,246.789,0.388,246.852,0.561,246.699,0.310,246.751,0.386,246.721,0.434,245.943,0.383,244.189,0.619,244.145,0.648,244.102,0.208,001100
2007,4,246.498,0.507,244.396,0.426,245.447,0.662,246.572,0.362,246.522,0.257,246.754,0.257,246.480,0.792,246.589,0.424,246.478,0.345,246.464,0.405,246.428,0.386,245.399,0.401,243.561,0.214,243.526,0.943,243.632,0.217,001100
2007,5,246.246,0.406,243.994,0.333,245.120,0.525,246.305,0.401,246.248,0.496,246.450,0.261,246.200,0.495,246.500,0.394,246.164,0.339,246.136,0.359,246.226,0.392,245.066,0.336,243.124,0.380,242.951,0.208,243.214,0.213,001100
2007,6,245.958,0.551,243.728,0.491,244.843,0.738,245.913,0.391,245.906,0.615,246.243,0.371,245.871,0.594,246.381,0.804,245.889,0.339,245.595,0.578,246.093,0.350,244.751,0.438,242.935,0.611,242.579,0.441,243.016,0.184,001100
2007,7,245.525,0.563,243.512,0.419,244.519,0.702,245.542,0.440,245.423,0.327,245.732,0.410,245.225,0.935,245.747,0.386,245.738,0.352,245.288,0.425,245.764,0.365,244.282,0.376,242.899,0.362,242.717,0.790,242.957,0.178,001100
2007,8,245.195,0.400,243.487,0.312,244.341,0.507,245.113,0.369,245.350,0.284,245.199,0.407,244.908,0.613,245.233,0.314,245.672,0.266,245.008,0.293,245.304,0.317,244.122,0.341,242.985,0.300,242.920,0.316,242.929,0.172,001100
2007,9,245.144,0.337,243.448,0.413,244.296,0.533,244.760,0.356,245.428,0.363,244.892,0.369,244.850,0.272,245.275,0.501,245.512,0.326,244.996,0.274,245.293,0.293,244.115,0.376,242.865,0.450,243.015,0.560,242.890,0.207,001100
2007,10,245.234,0.342,243.444,0.342,244.339,0.484,244.775,0.339,245.631,0.356,244.991,0.375,245.061,0.327,245.352,0.293,245.467,0.265,244.957,0.438,245.458,0.332,244.223,0.409,242.717,0.229,242.989,0.434,242.922,0.214,001100
2007,11,245.189,0.386,243.415,0.382,244.302,0.543,245.050,0.332,245.573,0.399,245.222,0.390,245.116,0.500,245.064,0.367,245.317,0.167,245.038,0.461,245.354,0.260,244.089,0.422,242.820,0.332,242.919,0.474,242.945,0.214,001100
2007,12,245.159,0.378,243.494,0.394,244.327,0.546,245.482,0.462,245.497,0.416,245.472,0.355,245.064,0.483,245.218,0.422,245.165,0.171,245.084,0.450,245.128,0.158,244.141,0.429,242.960,0.392,242.943,0.379,242.982,0.196,001100
2008,1,245.107,0.280,243.326,0.417,244.216,0.502,245.371,0.490,245.414,0.347,245.477,0.332,245.155,0.315,245.255,0.235,244.953,0.149,245.047,0.374,244.935,0.155,244.148,0.491,242.680,0.326,242.295,0.482,242.892,0.203,001100
2008,2,244.961,0.401,243.028,0.409,243.994,0.573,245.098,0.432,245.191,0.267,245.323,0.342,245.217,0.584,245.056,0.476,244.792,0.199,244.734,0.374,244.779,0.158,243.940,0.434,242.304,0.330,242.007,0.635,242.443,0.193,001100
2008,3,244.630,0.369,242.499,0.413,243.565,0.554,244.863,0.386,244.828,0.275,245.033,0.273,244.622,0.451,244.676,0.413,244.555,0.130,244.463,0.462,244.677,0.260,243.483,0.455,241.645,0.341,241.715,0.555,241.818,0.243,001100
2008,4,244.290,0.574,242.208,0.457,243.249,0.734,244.594,0.372,244.600,0.309,244.667,0.352,244.158,0.956,244.487,0.478,244.367,0.170,243.936,0.532,244.412,0.274,243.303,0.434,241.274,0.563,241.366,0.283,241.350,0.206,001100
2008,5,244.064,0.358,242.050,0.443,243.057,0.569,244.205,0.525,244.261,0.358,244.309,0.384,243.948,0.270,244.335,0.511,244.135,0.291,243.694,0.420,244.193,0.243,243.084,0.431,241.303,0.530,240.793,0.303,241.215,0.190,001100
2008,6,243.726,0.354,241.884,0.374,242.805,0.515,243.805,0.508,243.649,0.255,243.965,0.305,243.455,0.450,243.874,0.312,243.871,0.369,243.508,0.311,244.004,0.279,242.690,0.412,241.375,0.354,240.732,0.382,241.140,0.223,001100
2008,7,243.402,0.429,241.684,0.324,242.543,0.537,243.368,0.209,243.189,0.341,243.505,0.366,243.001,0.492,243.395,0.472,243.755,0.327,243.325,0.552,243.733,0.240,242.339,0.355,241.271,0.282,240.600,0.377,241.237,0.249,001100
2008,8,243.125,0.387,241.550,0.305,242.337,0.493,242.848,0.378,243.141,0.273,243.107,0.330,242.714,0.614,243.073,0.331,243.724,0.280,243.033,0.282,243.320,0.219,242.067,0.305,241.220,0.272,240.689,0.425,241.209,0.269,001100
2008,9,243.143,0.312,241.360,0.329,242.251,0.453,242.715,0.331,243.265,0.324,243.144,0.298,242.636,0.250,243.079,0.459,243.637,0.263,243.050,0.233,243.544,0.337,241.886,0.344,240.916,0.260,240.747,0.496,241.147,0.262,001100
2008,10,243.235,0.382,241.327,0.345,242.281,0.515,242.904,0.342,243.502,0.296,243.491,0.264,242.762,0.350,243.153,0.396,243.496,0.165,243.196,0.320,243.646,0.581,241.957,0.334,240.841,0.287,240.463,0.590,241.043,0.235,001100
2008,11,243.466,0.472,241.475,0.445,242.471,0.649,243.487,0.454,243.774,0.351,243.865,0.305,243.286,0.696,243.596,0.299,243.345,0.139,243.233,0.299,243.764,0.592,242.172,0.467,241.005,0.287,240.371,0.811,241.057,0.242,001100
2008,12,243.386,0.383,241.497,0.448,242.441,0.590,243.772,0.307,243.736,0.271,244.001,0.187,243.284,0.370,243.663,0.525,243.192,0.129,242.976,0.452,243.607,0.385,242.325,0.477,240.827,0.496,240.544,0.257,241.041,0.223,001100
2009,1,243.190,0.415,241.382,0.416,242.286,0.588,243.590,0.303,243.344,0.244,243.844,0.461,243.191,0.403,243.066,0.406,243.027,0.155,242.634,0.384,243.758,0.598,242.242,0.486,240.589,0.393,240.601,0.245,241.057,0.249,001100
2009,2,242.927,0.374,241.219,0.416,242.073,0.559,243.194,0.352,243.089,0.310,243.647,0.258,242.987,0.311,242.559,0.313,242.870,0.153,242.564,0.348,243.337,0.608,242.122,0.457,240.453,0.438,240.231,0.246,240.806,0.220,001100
2009,3,242.664,0.288,240.861,0.341,241.762,0.446,243.123,0.307,242.759,0.355,243.493,0.158,242.715,0.390,242.569,0.277,242.633,0.155,242.338,0.276,242.778,0.242,241.929,0.425,239.949,0.251,239.806,0.240,240.272,0.255,001100
2009,4,242.309,0.302,240.428,0.408,241.368,0.507,243.144,0.697,242.339,0.286,243.100,0.416,242.250,0.317,242.348,0.371,242.354,0.276,242.076,0.253,242.286,0.170,241.634,0.526,239.344,0.289,239.387,0.248,239.800,0.235,001100
2009,5,242.052,0.293,240.117,0.341,241.084,0.450,242.876,0.364,241.988,0.380,242.559,0.198,241.951,0.239,241.983,0.327,242.056,0.178,241.859,0.420,242.246,0.231,241.081,0.411,239.277,0.279,239.181,0.255,239.627,0.250,001100
2009,6,241.754,0.269,239.891,0.469,240.823,0.541,242.105,0.424,241.689,0.289,242.142,0.184,241.541,0.266,241.747,0.276,241.759,0.251,241.660,0.275,242.016,0.269,240.643,0.573,239.229,0.415,239.152,0.266,239.552,0.210,001100
2009,7,241.559,0.301,239.724,0.435,240.642,0.529,241.340,0.247,241.345,0.299,241.841,0.297,241.441,0.308,241.516,0.271,241.551,0.230,241.280,0.281,242.032,0.381,240.392,0.556,239.119,0.337,239.067,0.236,239.486,0.181,001100
2009,8,241.460,0.513,239.787,0.401,240.624,0.651,240.860,0.249,241.267,0.270,241.497,0.232,241.349,0.622,241.211,0.327,241.476,0.269,241.075,0.263,242.264,0.828,240.409,0.513,239.280,0.302,239.056,0.270,239.474,0.145,001100
2009,9,241.469,0.426,239.766,0.523,240.618,0.674,240.704,0.238,241.312,0.311,241.364,0.205,241.109,0.466,241.368,0.314,241.604,0.269,241.229,0.293,242.266,0.670,240.163,0.732,239.530,0.244,239.162,0.267,239.385,0.164,001100
2009,10,241.569,0.284,239.662,0.432,240.616,0.517,240.877,0.236,241.484,0.307,241.499,0.164,241.106,0.245,241.660,0.347,241.710,0.146,241.624,0.293,242.012,0.361,239.939,0.567,239.567,0.282,239.085,0.316,239.299,0.180,001100
2009,11,241.720,0.363,239.509,0.644,240.614,0.739,241.232,0.245,241.678,0.275,241.793,0.178,241.485,0.467,241.787,0.292,241.785,0.304,241.647,0.466,242.018,0.218,239.793,0.852,239.366,0.467,239.008,0.250,239.205,0.181,001100
2009,12,241.622,0.330,239.545,0.499,240.583,0.599,241.442,0.251,241.596,0.268,241.859,0.194,241.682,0.452,241.493,0.325,241.632,0.170,241.297,0.269,241.936,0.347,240.032,0.648,239.144,0.347,239.061,0.347,239.221,0.225,001100
2010,1,241.461,0.325,239.453,0.335,240.457,0.467,241.364,0.252,241.414,0.227,241.724,0.167,241.339,0.195,241.278,0.311,241.480,0.131,241.201,0.093,241.966,0.634,239.777,0.420,239.187,0.205,239.261,0.371,239.103,0.199,001101
2010,2,241.298,0.238,239.186,0.377,240.242,0.446,241.167,0.240,241.061,0.210,241.541,0.165,241.172,0.174,241.196,0.241,241.327,0.108,241.102,0.211,241.721,0.383,239.672,0.422,238.781,0.313,238.799,0.246,238.786,0.473,001101
2010,3,241.068,0.322,238.887,0.353,239.978,0.478,240.898,0.243,240.738,0.153,241.381,0.213,241.025,0.268,241.145,0.202,241.075,0.233,240.831,0.177,241.307,0.585,239.453,0.333,238.560,0.393,238.111,0.344,238.223,0.285,001101
2010,4,240.777,0.248,238.631,0.440,239.704,0.506,240.838,0.234,240.529,0.172,241.270,0.096,241.039,0.218,240.922,0.230,240.534,0.304,240.550,0.159,240.687,0.343,239.355,0.436,238.235,0.530,237.504,0.188,237.838,0.237,001101
2010,5,240.464,0.191,238.404,0.281,239.434,0.340,240.854,0.153,240.388,0.361,240.998,0.122,240.396,0.207,240.658,0.069,240.337,0.198,240.362,0.087,240.458,0.260,238.956,0.333,238.162,0.241,237.435,0.178,237.690,0.235,001101
2010,6,240.108,0.250,238.300,0.295,239.204,0.386,240.342,0.194,239.776,0.166,240.477,0.221,239.992,0.304,240.312,0.268,240.189,0.200,240.021,0.173,240.072,0.283,238.777,0.259,237.991,0.354,237.670,0.126,237.833,0.336,001101
2010,7,239.805,0.295,238.369,0.398,239.087,0.495,239.638,0.223,239.341,0.153,239.819,0.322,239.628,0.377,239.985,0.247,239.998,0.341,239.735,0.115,239.909,0.321,238.639,0.531,238.260,0.249,237.881,0.144,238.000,0.265,001101
2010,8,239.426,0.248,238.085,0.247,238.756,0.350,239.288,0.111,239.114,0.304,239.312,0.196,239.253,0.257,239.355,0.126,239.687,0.242,239.340,0.172,239.682,0.361,238.484,0.324,237.779,0.127,237.877,0.147,237.546,0.249,001101
2010,9,239.371,0.554,237.714,0.260,238.542,0.612,239.123,0.113,239.144,0.286,239.075,0.183,239.131,0.062,239.162,0.381,239.775,1.330,239.328,0.121,239.696,0.246,237.982,0.290,237.468,0.152,237.905,0.211,237.153,0.423,001101
2010,10,239.574,0.233,237.682,0.322,238.628,0.397,239.018,0.128,239.473,0.212,239.178,0.135,239.530,0.353,239.474,0.179,239.797,0.226,239.506,0.211,239.763,0.091,238.053,0.334,237.333,0.310,237.764,0.116,237.130,0.433,001101
2010,11,239.617,0.194,237.725,0.298,238.671,0.356,239.252,0.219,239.920,0.190,239.466,0.209,239.651,0.160,239.770,0.312,239.951,0.094,239.288,0.163,239.511,0.194,238.240,0.380,237.279,0.149,237.356,0.296,237.316,0.272,001101
2010,12,239.360,0.413,237.509,0.403,238.434,0.577,239.581,0.252,239.822,0.226,239.802,0.166,239.368,0.473,239.359,0.290,239.724,0.202,239.108,0.277,239.088,0.665,237.978,0.526,237.172,0.290,237.060,0.164,236.999,0.219,001101
2011,1,239.172,0.282,237.190,0.390,238.181,0.481,239.515,0.122,239.388,0.259,239.753,0.282,239.231,0.340,239.031,0.305,239.455,0.316,239.031,0.194,238.911,0.239,237.478,0.544,236.966,0.118,236.964,0.247,236.894,0.273,001101
2011,2,238.933,0.298,237.026,0.231,237.979,0.378,239.266,0.192,239.287,0.283,239.360,0.377,238.965,0.158,238.819,0.303,239.168,0.179,238.674,0.346,238.848,0.422,237.548,0.199,236.479,0.259,236.852,0.079,236.757,0.344,001101
2011,3,238.706,0.193,236.683,0.330,237.694,0.382,238.790,0.091,239.162,0.205,239.114,0.230,238.815,0.210,238.552,0.192,238.943,0.168,238.374,0.200,238.635,0.177,237.202,0.430,236.072,0.117,236.563,0.191,236.609,0.417,001101
